frame,X,Y,Xs,Ys,inliers,ref_idx,mode
301,0.8156705801344234,0.8797798564001336,0.8156705801344234,0.8797798564001336,17,2,ref
302,0.8139409574859686,0.8973766611988432,0.8139409574859686,0.8973766611988432,17,2,ref
303,0.8177659400550858,0.8971870395212411,0.8177659400550858,0.8971870395212411,15,2,ref
304,0.820790766612389,0.9102489973726646,0.820790766612389,0.9102489973726646,19,2,ref
305,0.8162339711665049,0.9025839808996885,0.8162339711665049,0.9025839808996885,17,2,ref
306,0.8142126383643985,0.9025064380143459,0.8142126383643985,0.9025064380143459,13,2,ref
307,0.8154786780245288,0.894893985626112,0.8154786780245288,0.894893985626112,13,2,ref
308,0.8166088434122089,0.9141502516125444,0.8166088434122089,0.9141502516125444,13,2,ref
309,0.8174924321819567,0.9037460381450177,0.8174924321819567,0.9037460381450177,16,2,ref
310,0.8041337852731776,0.9069759056661475,0.8041337852731776,0.9069759056661475,16,1,ref
311,0.8117032949781734,0.9125585589968859,0.8117032949781734,0.9125585589968859,14,2,ref
312,0.8145040778521687,0.876699427268683,0.8145040778521687,0.876699427268683,13,2,ref
313,0.8080019390503741,0.8570295992270909,0.8080019390503741,0.8570295992270909,14,2,ref
314,0.8082386363636362,0.8548518822286475,0.8082386363636362,0.8548518822286475,498,-1,affine
315,0.810187566042475,0.8220356028275133,0.810187566042475,0.8220356028275133,13,1,ref
316,0.8248829640728935,0.8485250778469751,0.8248829640728935,0.8485250778469751,14,2,ref
317,0.8166888251801551,0.8503782876445731,0.8166888251801551,0.8503782876445731,18,2,ref
318,0.8197796942125137,0.8535429930771796,0.8197796942125137,0.8535429930771796,17,2,ref
319,0.8175797219287,0.8246418691614767,0.8175797219287,0.8246418691614767,14,2,ref
320,0.8032566248181124,0.8043417065169041,0.8032566248181124,0.8043417065169041,15,1,ref
321,0.8074849672169484,0.8597607595640571,0.8074849672169484,0.8597607595640571,18,2,ref
322,0.7939554624705515,0.8405640082851424,0.7939554624705515,0.8405640082851424,16,1,ref
323,0.7917565051837928,0.8375754576985099,0.7917565051837928,0.8375754576985099,16,1,ref
324,0.7900124019106844,0.8331059900467079,0.7900124019106844,0.8331059900467079,15,1,ref
325,0.7962712797515936,0.8228859680827401,0.7962712797515936,0.8228859680827401,14,1,ref
326,0.8163663267824971,0.8376840611793814,0.8163663267824971,0.8376840611793814,15,2,ref
327,0.8044151424568666,0.8039613771268908,0.8044151424568666,0.8039613771268908,15,2,ref
328,0.8234546602168791,0.7787403907640122,0.8234546602168791,0.7787403907640122,12,2,ref
329,0.80283086738671,0.7715056612822511,0.80283086738671,0.7715056612822511,12,2,ref
330,0.8004944794986834,0.7338398020462633,0.8004944794986834,0.7338398020462633,17,1,ref
331,0.7955036713120148,0.7617061519962189,0.7955036713120148,0.7617061519962189,19,0,ref
332,0.7820025864831623,0.7562968298209518,0.7820025864831623,0.7562968298209518,15,0,ref
333,0.8082742965935074,0.7634594465914146,0.8082742965935074,0.7634594465914146,12,2,ref
334,0.8084524624099223,0.7636505887177489,0.8084524624099223,0.7636505887177489,507,-1,affine
335,0.8112748308879573,0.7755331127669041,0.8112748308879573,0.7755331127669041,15,2,ref
336,0.7999337951254156,0.7739779109208187,0.7999337951254156,0.7739779109208187,17,1,ref
337,0.8011919178085157,0.7730891000333631,0.8011919178085157,0.7730891000333631,14,0,ref
338,0.8002316629278685,0.7618846961187722,0.8002316629278685,0.7618846961187722,16,1,ref
339,0.7976514050807233,0.7587432318310721,0.7976514050807233,0.7587432318310721,19,1,ref
340,0.8055800884103034,0.7462848921263348,0.8055800884103034,0.7462848921263348,18,1,ref
341,0.807572121630751,0.7376257193894573,0.807572121630751,0.7376257193894573,16,1,ref
342,0.7994464612060005,0.7294635161810499,0.7994464612060005,0.7294635161810499,21,1,ref
343,0.7985081302617446,0.7157297371969529,0.7985081302617446,0.7157297371969529,19,1,ref
344,0.792275913010151,0.6978575139707517,0.792275913010151,0.6978575139707517,15,1,ref
345,0.7852611330290327,0.716069666092082,0.7852611330290327,0.716069666092082,15,1,ref
346,0.7830434321299888,0.6831749749777583,0.7830434321299888,0.6831749749777583,16,1,ref
347,0.7688576979541989,0.6676420707295376,0.7688576979541989,0.6676420707295376,15,1,ref
348,0.768572822114052,0.6675464996663703,0.768572822114052,0.6675464996663703,385,-1,affine
349,0.7683427561148835,0.6674283390791818,0.7683427561148835,0.6674283390791818,368,-1,affine
350,0.762421263295108,0.6168999179826513,0.762421263295108,0.6168999179826513,17,1,ref
351,0.7557135537564093,0.617497888748332,0.7557135537564093,0.617497888748332,23,1,ref
352,0.7772467162815271,0.5921478814501779,0.7772467162815271,0.5921478814501779,21,1,ref
353,0.7701888327587998,0.6300630942782472,0.7701888327587998,0.6300630942782472,14,2,ref
354,0.795497987328506,0.6330336166870554,0.795497987328506,0.6330336166870554,16,2,ref
355,0.794674012719131,0.633799488434164,0.794674012719131,0.633799488434164,15,1,ref
356,0.7954981226614467,0.6399551337299823,0.7954981226614467,0.6399551337299823,13,1,ref
357,0.7883497690678699,0.6506630025300266,0.7883497690678699,0.6506630025300266,18,1,ref
358,0.7945028842156319,0.6454144135064501,0.7945028842156319,0.6454144135064501,22,1,ref
359,0.8128277763823447,0.6064915775828514,0.8128277763823447,0.6064915775828514,16,1,ref
360,0.7745696953817903,0.6151731226367882,0.7745696953817903,0.6151731226367882,17,1,ref
361,0.7748580898783951,0.6143112454125892,0.7748580898783951,0.6143112454125892,252,-1,affine
362,0.7748842091359478,0.6144606838022688,0.7748842091359478,0.6144606838022688,458,-1,affine
363,0.7748842091359478,0.6150675600533808,0.7748842091359478,0.6150675600533808,458,-1,affine
364,0.7749101253940894,0.6153460193783364,0.7749101253940894,0.6153460193783364,448,-1,affine
365,0.7236799760298295,0.5105262837800271,0.7236799760298295,0.5105262837800271,27,0,ref
366,0.7254393719252356,0.5058591577930382,0.7254393719252356,0.5058591577930382,32,0,ref
367,0.7248158254010185,0.5063758931550271,0.7248158254010185,0.5063758931550271,35,0,ref
368,0.724716491022554,0.5118321320340304,0.724716491022554,0.5118321320340304,23,0,ref
369,0.7152057656163386,0.523745282264791,0.7152057656163386,0.523745282264791,16,0,ref
370,0.7192399052452881,0.5211390159308276,0.7192399052452881,0.5211390159308276,21,0,ref
371,0.7195831095828713,0.5092139193171712,0.7195831095828713,0.5092139193171712,19,1,ref
372,0.7167968749999999,0.5014400821563614,0.7167968749999999,0.5014400821563614,25,1,ref
373,0.7155334066657427,0.49503508326846113,0.7155334066657427,0.49503508326846113,27,1,ref
374,0.711613623371674,0.49933578111098775,0.711613623371674,0.49933578111098775,18,0,ref
375,0.7282477334439093,0.463998814918817,0.7282477334439093,0.463998814918817,25,1,ref
376,0.7231245696412485,0.4489713512705742,0.7231245696412485,0.4489713512705742,20,0,ref
377,0.7335336351077466,0.4206844886426828,0.7335336351077466,0.4206844886426828,20,1,ref
378,0.7220971896220204,0.4201953385648358,0.7220971896220204,0.4201953385648358,25,0,ref
379,0.7660035262351025,0.3338890211437948,0.7660035262351025,0.3338890211437948,16,1,ref
380,0.7188298464350055,0.3935885717860321,0.7188298464350055,0.3935885717860321,14,0,ref
381,0.7185200693337721,0.39348626730705094,0.7185200693337721,0.39348626730705094,303,-1,affine
382,0.7186691385679392,0.3930420790702849,0.7186691385679392,0.3930420790702849,302,-1,affine
383,0.6630299096625554,0.19949156194395057,0.6630299096625554,0.19949156194395057,24,0,ref
384,0.6748904885843957,0.24316949267404375,0.6748904885843957,0.24316949267404375,23,0,ref
385,0.6890157966021687,0.2319427164423935,0.6890157966021687,0.2319427164423935,22,0,ref
386,0.6888207818346382,0.2320630490991995,0.6888207818346382,0.2320630490991995,278,-1,affine
387,0.6978585186131513,0.21330418705516063,0.6978585186131513,0.21330418705516063,15,0,ref
388,0.7050084285355459,0.2387043691614772,0.7050084285355459,0.2387043691614772,18,0,ref
389,0.7046928997843334,0.21835815864101482,0.7046928997843334,0.21835815864101482,20,1,ref
390,0.7004257844979905,0.20706578590691782,0.7004257844979905,0.20706578590691782,33,1,ref
391,0.6974431141517115,0.1515096752669045,0.6974431141517115,0.1515096752669045,39,1,ref
392,0.6987199804470966,0.16646915313612132,0.6987199804470966,0.16646915313612132,17,1,ref
393,0.6896458391075387,0.04345225269684194,0.6896458391075387,0.04345225269684194,16,0,ref
394,0.6898505301803284,0.04237360292482251,0.6898505301803284,0.04237360292482251,149,-1,affine
395,0.6639285203887194,-0.15883932419094693,0.6639285203887194,-0.15883932419094693,14,0,ref
396,0.6402654203765936,-0.16893575539368255,0.6402654203765936,-0.16893575539368255,19,0,ref
397,0.641916008587687,-0.24010752613434105,0.641916008587687,-0.24010752613434105,20,0,ref
398,0.6242832767461197,-0.3273491367326504,0.6242832767461197,-0.3273491367326504,23,0,ref
399,0.6050933364225332,-0.36706260599699636,0.6050933364225332,-0.36706260599699636,27,0,ref
400,0.5790927658588553,-0.4011273910142341,0.5790927658588553,-0.4011273910142341,32,0,ref
401,0.5771684667752217,-0.5166612944144786,0.5771684667752217,-0.5166612944144786,23,0,ref
402,0.5843307596616892,-0.5728034294372768,0.5843307596616892,-0.5728034294372768,20,0,ref
403,0.540170200119526,-0.4829562041258888,0.540170200119526,-0.4829562041258888,14,0,ref
404,0.5298154369954787,-0.5430021998721077,0.5298154369954787,-0.5430021998721077,15,0,ref
405,0.5293363922186807,-0.5472399076957286,0.5293363922186807,-0.5472399076957286,139,-1,affine
406,0.5614631466749237,-0.7549349421708174,0.5614631466749237,-0.7549349421708174,28,0,ref
407,0.5395417816094442,-0.7192552233930152,0.5395417816094442,-0.7192552233930152,36,0,ref
408,0.5430395967944498,-0.7606674683051593,0.5430395967944498,-0.7606674683051593,47,0,ref
409,0.5505031408068874,-0.8287375236321162,0.5505031408068874,-0.8287375236321162,43,0,ref
410,0.5503999494396133,-0.7411475130671699,0.5503999494396133,-0.7411475130671699,42,0,ref
411,0.5533173893084811,-0.7369297882840291,0.5533173893084811,-0.7369297882840291,45,0,ref
412,0.5553171365065479,-0.9219223511176589,0.5553171365065479,-0.9219223511176589,39,0,ref
413,0.5591325781033467,-0.8150343708296255,0.5591325781033467,-0.8150343708296255,38,0,ref
414,0.5592840833304462,-0.7254269420040025,0.5592840833304462,-0.7254269420040025,42,0,ref
415,0.5733287329155695,-0.7703614150077835,0.5733287329155695,-0.7703614150077835,43,0,ref
416,0.5625958157220066,-0.7474769239323833,0.5625958157220066,-0.7474769239323833,49,0,ref
417,0.5696011223972768,-0.9111805980315824,0.5696011223972768,-0.9111805980315824,50,0,ref
418,0.5742367492811113,-0.8291145949177037,0.5742367492811113,-0.8291145949177037,49,0,ref
419,0.5743247833590285,-0.7520817115213512,0.5743247833590285,-0.7520817115213512,46,0,ref
420,0.578908036394817,-0.8762480712021787,0.578908036394817,-0.8762480712021787,49,0,ref
421,0.580852906085435,-0.8220210499610756,0.580852906085435,-0.8220210499610756,43,0,ref
422,0.5758428129547186,-0.7640089802046255,0.5758428129547186,-0.7640089802046255,49,0,ref
423,0.5718640921649806,-0.8932054187055147,0.5718640921649806,-0.8932054187055147,46,0,ref
424,0.5745541050270232,-0.8659985090914133,0.5745541050270232,-0.8659985090914133,46,0,ref
425,0.5762806150178422,-0.881311165480426,0.5762806150178422,-0.881311165480426,52,0,ref
426,0.5728912015183273,-0.7496906972864759,0.5728912015183273,-0.7496906972864759,44,0,ref
427,0.5817831170532497,-0.8106189877112979,0.5817831170532497,-0.8106189877112979,45,0,ref
428,0.5823383204424196,-0.8559722357373212,0.5823383204424196,-0.8559722357373212,46,0,ref
429,0.5858618488861557,-0.7936390506839404,0.5858618488861557,-0.7936390506839404,43,0,ref
430,0.5850369946126662,-0.8026839829848744,0.5850369946126662,-0.8026839829848744,47,0,ref
431,0.5843076177288317,-0.8429111467137447,0.5843076177288317,-0.8429111467137447,50,0,ref
