frame,X,Y,Xs,Ys,inliers,ref_idx
90,0.28049128970127146,0.9619848719695283,0.28198373317718506,0.9786996245384216,45,1
91,0.27934897818216464,0.9657638386899465,0.28042808175086975,0.9811282753944397,49,1
92,0.27703441273082385,0.9691518328792259,0.2786399722099304,0.9836995005607605,50,1
93,0.27891175128403894,0.9659753982706849,0.2779129445552826,0.9844526052474976,57,1
94,0.2758578619777231,0.9663318348949064,0.27651217579841614,0.9849222898483276,52,1
95,0.27706435514395095,0.9644393106372329,0.27587053179740906,0.9845308065414429,41,1
96,0.27758494713354004,0.9584506974949956,0.2755807042121887,0.9823155403137207,46,1
97,0.2768582092420489,0.9575955536866103,0.27518078684806824,0.980283796787262,49,1
98,0.2761369523346556,0.9536628044372777,0.27470171451568604,0.9774894118309021,42,1
99,0.27906298584525707,0.94725693672153,0.2752346694469452,0.9734203815460205,47,1
100,0.2800988580065133,0.9432264443394125,0.27594971656799316,0.9691265225410461,40,1
101,0.2815721262320711,0.9378071306439058,0.27692466974258423,0.9642687439918518,39,1
102,0.2825205394804081,0.932498592498888,0.2779337465763092,0.9590399861335754,39,1
103,0.2817636561763789,0.9280990654887677,0.278466135263443,0.9538150429725647,34,1
104,0.28273108370288247,0.9207937437444396,0.2791558802127838,0.9477478861808777,46,1
105,0.28270794177002495,0.9158018933496441,0.2796687185764313,0.9417530298233032,47,1
106,0.28038752316899945,0.9092418086910588,0.2793777883052826,0.9353584051132202,38,1
107,0.27906897432788247,0.9019293191169928,0.2787944972515106,0.9284590482711792,34,1
108,0.273655250701566,0.8977976082907029,0.2767966389656067,0.9221324324607849,36,1
109,0.27603552029561046,0.8889407772186386,0.2760547995567322,0.9148442149162292,29,1
110,0.2733346469650776,0.8800113990213521,0.2747381031513214,0.9068410992622375,22,1
111,0.26033943666851445,0.8789294911449064,0.26998287439346313,0.900626540184021,23,0
112,0.2649875141828922,0.8611852028191724,0.26789918541908264,0.8908342123031616,27,1
113,0.257337210712306,0.8632873317949286,0.2641563415527344,0.8842638731002808,22,0
114,0.2553194642331278,0.8612905481956181,0.26085808873176575,0.8788462281227112,26,0
115,0.26059355809789014,0.8557563320173487,0.2600245475769043,0.8732361793518066,19,1
116,0.25695618081780075,0.8229268029915482,0.2583736479282379,0.8594841957092285,14,1
117,0.2747864310863013,0.8122391344389457,0.262424498796463,0.8463017344474792,13,1
118,0.2502631210699314,0.8751705074649689,0.25820493698120117,0.8551391959190369,16,0
119,0.25152388274537485,0.8850844848198398,0.25552138686180115,0.8644728660583496,23,0
120,0.2611211197339246,0.8993410809608542,0.25640416145324707,0.8754362463951111,20,0
121,0.2648444334313505,0.9011591032306492,0.25816264748573303,0.8839322924613953,28,1
122,0.2666673004759389,0.9089868077179712,0.26000019907951355,0.8923874497413635,32,1
123,0.2683063515538387,0.9176863809497329,0.26183953881263733,0.9010637998580933,31,1
124,0.270808454627737,0.9234881961048709,0.263931542634964,0.9090466499328613,39,1
125,0.2732222867910719,0.9307196674822062,0.2661798596382141,0.9169391393661499,32,1
126,0.2768079668878187,0.9383892453013787,0.2688838541507721,0.9248903393745422,32,1
127,0.28292136181748895,0.9420765506839412,0.2726592421531677,0.9317123889923096,26,1
128,0.2833843019743452,0.9464897617326513,0.27555543184280396,0.9379211664199829,23,1
129,0.28496191189717296,0.9468092731733764,0.27813535928726196,0.94247967004776,34,1
130,0.282999144425149,0.953615018905694,0.27944427728652954,0.9477363228797913,24,0
131,0.28873891893881654,0.9442872831405693,0.2820848524570465,0.9487680196762085,23,1
132,0.28572765950881723,0.9551858596530249,0.2831275463104248,0.9526534676551819,30,0
133,0.2882152142915916,0.9431547660420372,0.28461748361587524,0.951893150806427,30,1
134,0.2900268148688678,0.9490838644767572,0.28623414039611816,0.9530162811279297,25,1
135,0.28931912508877844,0.9556567643460854,0.2872031629085541,0.9557024836540222,27,1
136,0.2887383099405834,0.9617120600255782,0.2877366542816162,0.9593765139579773,20,1
137,0.28967318989485175,0.9690315002224199,0.2883968949317932,0.9641408324241638,22,1
138,0.292456447153028,0.9690884084463967,0.28969132900238037,0.9675684571266174,20,1
139,0.290663387188626,0.9793757645685053,0.29010504484176636,0.9730218052864075,20,0
140,0.2810819503209015,0.9733295915814055,0.2875920832157135,0.9751593470573425,22,0
141,0.28577807102922326,0.9622429138400799,0.2871350347995758,0.9734016060829163,22,1
142,0.28205793765590353,0.9676596210520461,0.2857086658477783,0.9736477732658386,24,0
143,0.2847456160247194,0.9587550044483986,0.2854561507701874,0.9711560010910034,22,1
144,0.2791987586180017,0.967040146797153,0.28364431858062744,0.9717136025428772,18,0
145,0.27762047203047047,0.9688722875194615,0.28186097741127014,0.9726029634475708,22,0
146,0.274791100072755,0.9686791905304715,0.27973267436027527,0.9731412529945374,15,0
147,0.28159070067818043,0.9736076164924377,0.2801785469055176,0.9749270677566528,22,0
148,0.28403741874610244,0.9758122671541369,0.28122398257255554,0.9768238663673401,19,0
149,0.2849738550291886,0.9722591956739322,0.28226277232170105,0.9771130084991455,20,0
150,0.2861780137021896,0.9797693435831849,0.28337445855140686,0.9794764518737793,20,0
151,0.2975920954194672,0.9690167301490211,0.2875331938266754,0.9779955148696899,21,1
152,0.2932777827700596,0.984850466039257,0.2892972230911255,0.9815123081207275,19,0
153,0.30125877228121534,0.9873333588189501,0.2929205894470215,0.9847558736801147,16,0
154,0.3028308335534749,0.9920185129837633,0.2960173487663269,0.9884454607963562,13,0
155,0.3010140903244526,0.99121593326012,0.29773423075675964,0.9908496737480164,14,0
156,0.30537708899927246,0.9928365144016902,0.30025678873062134,0.9930273294448853,15,0
157,0.3048289567562535,0.9917133372025133,0.30192476511001587,0.9942350387573242,13,0
159,0.3071239665976649,0.988697418538701,0.3044043779373169,0.9951609373092651,16,1
160,0.308641793193944,0.9913062913562054,0.3061429262161255,0.9953460097312927,15,1
161,0.3029207284593265,0.9984988826873886,0.3055495619773865,0.9977409243583679,13,0
163,0.30717400595248406,1.0080774924933273,0.30683207511901855,1.004104733467102,14,0
164,0.30896036693632206,1.0126312364462855,0.3078983724117279,1.0083270072937012,15,0
166,0.3130120660143258,1.0194915011260008,0.310494989156723,1.015210509300232,13,0
167,0.32424439559226026,1.029117896463523,0.3154476284980774,1.0213278532028198,13,1
169,0.31681265482088417,1.0286348281806048,0.31688717007637024,1.0270386934280396,14,1
175,0.3169931889637611,1.041390958629893,0.31892406940460205,1.041455626487732,14,0
176,0.30624504681437087,1.0377575205738432,0.3141435980796814,1.041373610496521,14,0
184,0.3072337892790327,1.0439255466664812,0.3113895058631897,1.050022840499878,13,2
185,0.31566631714679183,1.0429826512455513,0.3134239614009857,1.0481525659561157,12,2
200,0.42835964701921075,1.0441455773187276,0.40271925926208496,1.0519721508026123,16,2
201,0.4337598711846937,1.0359918451818282,0.4187732934951782,1.0450628995895386,16,2
202,0.4408580839237458,1.0255745992965968,0.4288320541381836,1.0384212732315063,18,2
203,0.4456515766828922,1.0166295821980649,0.436431884765625,1.0317636728286743,17,2
204,0.45247692438028336,0.9777827687110763,0.4435931146144867,1.0153566598892212,16,2
205,0.4583229352523905,1.0220184869189277,0.4503059387207031,1.0175262689590454,12,2
207,0.4859615418969131,1.0440159047625666,0.46729612350463867,1.0273158550262451,12,2
210,0.5009436089289426,1.0117604537366547,0.4879905581474304,1.0215650796890259,12,2
211,0.5045595021046979,1.010046908015458,0.49645525217056274,1.017643928527832,13,2
214,0.5441408009328228,1.0237381144350532,0.5239511132240295,1.0206186771392822,13,2
215,0.55497298483838,1.029576637566726,0.5379905700683594,1.0240119695663452,14,2
216,0.5601589431255196,1.0239939842359873,0.5484598278999329,1.024253010749817,15,2
217,0.5710631918219927,1.02720799564891,0.5589005351066589,1.02541983127594,17,2
218,0.575769056502044,1.027135231316726,0.5675801038742065,1.0262079238891602,18,2
219,0.5811554428743417,1.0253391469500666,0.5753052234649658,1.0262295007705688,23,2
220,0.5864232775905972,1.0237042301490211,0.5823391675949097,1.0257560014724731,19,2
221,0.5896956280964176,1.0183648486154357,0.5882957577705383,1.023833990097046,17,2
222,0.5912654225419207,1.0116970293038254,0.5929743051528931,1.0204716920852661,19,2
223,0.5886007846062569,1.0066977938723307,0.5954814553260803,1.0165526866912842,19,2
224,0.5925779490671771,0.9482232904943282,0.598359227180481,0.9965313673019409,20,2
225,0.5916369791305778,1.0000017376556938,0.6000644564628601,0.9971501231193542,26,2
226,0.5911807717875207,0.9969395539090302,0.6010595560073853,0.9967142939567566,18,2
227,0.5941482848444428,0.994014210548265,0.6025442481040955,0.9955499768257141,17,2
228,0.5989197183342572,1.001787613295151,0.6049175262451172,0.9969944357872009,17,2
229,0.6068633559537832,1.005297243383007,0.6088711023330688,0.9990881681442261,23,2
230,0.6131602623510254,1.0112945448037143,0.6134940981864929,1.0023834705352783,24,2
231,0.6181555365247366,1.0081691538311832,0.6182233095169067,1.0038753747940063,16,2
232,0.6282209916548295,1.0154086618661031,0.6245176792144775,1.0070924758911133,19,2
233,0.6351177613116684,1.0170687746747107,0.6310222148895264,1.0099278688430786,19,2
234,0.6488961433359894,1.0273756794233762,0.6396979093551636,1.0150198936462402,15,2
235,0.6479281068112527,1.0168635140958628,0.6456272006034851,1.015645146369934,16,2
236,0.6535195225886917,1.0154705658502001,0.6514781713485718,1.0156893730163574,19,2
237,0.6573604067783397,1.012426627488323,0.6567578315734863,1.0148255825042725,13,2
238,0.6578691233023836,1.0100988204793149,0.6606431603431702,1.0135105848312378,18,2
239,0.6577954345161793,1.007370701039813,0.6633419990539551,1.011750340461731,15,2
240,0.6601368973894817,0.9936679826512453,0.6658859848976135,1.0064468383789062,16,2
241,0.6581889150412278,0.9922852431327847,0.6670603156089783,1.0021783113479614,18,2
242,0.6638310130049542,0.9945428922931494,0.6694653034210205,0.9997352361679077,22,2
243,0.672472156600783,1.0000582114657472,0.6736489534378052,0.9995800256729126,20,2
244,0.6801083854455376,1.0016533793927935,0.6788347959518433,0.9999426603317261,17,2
245,0.6916115500710227,1.0101928710937498,0.6858853697776794,1.0027194023132324,13,2
246,0.6937081279881513,1.0215921096530247,0.6915342807769775,1.0080928802490234,15,2
247,0.7097913653253186,1.01981774598254,0.7002636790275574,1.011491298675537,17,2
248,0.7150267201358093,1.0223755751640344,0.7080540060997009,1.0147181749343872,20,2
249,0.7184226296164772,1.0231874947870327,0.7146180868148804,1.0173054933547974,16,2
250,0.7214681621137056,1.0262555431216636,0.7201842665672302,1.0200868844985962,22,2
251,0.7331015846946022,1.0303116659252667,0.7275418043136597,1.0232977867126465,21,2
252,0.7360205808922878,1.0237337702958182,0.7336474061012268,1.023700475692749,26,2
253,0.7313393468074417,1.0221594542370995,0.7366102337837219,1.0235235691070557,18,2
254,0.7386273639958079,1.019542110348087,0.7407943606376648,1.0226185321807861,20,2
255,0.7406114802392253,1.0118447300378113,0.7443135976791382,1.019693374633789,23,2
256,0.7400848321005404,1.0027885029748664,0.7466127276420593,1.0148990154266357,25,2
257,0.7365057494846521,0.9917943553992437,0.7471287846565247,1.0081770420074463,27,2
258,0.7345191972483023,0.9856078667148576,0.7468150854110718,1.0014644861221313,26,2
259,0.7365050051534783,0.9877838460576067,0.7470651865005493,0.9972164630889893,22,2
260,0.7408908750952743,0.9908232230732872,0.7484332919120789,0.9950211048126221,23,2
261,0.7441741875692904,0.9901205585520461,0.7502952814102173,0.9932257533073425,33,2
262,0.7479480819532981,0.9918369279637453,0.7526629567146301,0.9924325346946716,29,2
263,0.7536871459690271,0.9908273500055604,0.7559770941734314,0.9915704727172852,24,2
264,0.7606651830567488,0.990230899688612,0.7603452801704407,0.9907796382904053,27,2
265,0.7656265563288178,0.9843763032417703,0.7648903727531433,0.9884985685348511,30,2
266,0.7714043932320537,0.9858628676879446,0.7698036432266235,0.9872854948043823,30,2
267,0.7771726891629711,0.9886741773937944,0.7749820947647095,0.9872400760650635,30,2
268,0.7841834768223391,0.9917441805910807,0.7807177901268005,0.9881213307380676,26,2
269,0.7933980260878603,0.9960033919039144,0.7875050902366638,0.99002605676651,25,2
270,0.7977924220049195,0.9956615081461297,0.7936435341835022,0.9913255572319031,33,2
271,0.8003857394808411,0.9937826679270461,0.7987794876098633,0.9917318820953369,34,2
272,0.8039725360743486,0.9927974171485763,0.8034754991531372,0.9917484521865845,27,2
273,0.8057395782809035,0.9879035270935275,0.8073168992996216,0.9903342127799988,23,2
274,0.8060174168081347,0.983997711507451,0.8100988268852234,0.9881672263145447,28,2
275,0.8077319498337028,0.9720832580349199,0.8125309348106384,0.9831036925315857,31,2
276,0.8052431093879918,0.9660188396630336,0.8134764432907104,0.9776473641395569,36,2
277,0.8046385094754711,0.9664532535865211,0.81389319896698,0.9738141894340515,33,2
278,0.8080590495513441,0.967034933830071,0.8151077032089233,0.9712096452713013,40,2
279,0.8150807991789079,0.9676739567115211,0.817962110042572,0.9695189595222473,27,2
280,0.8196072800460781,0.9707919626473531,0.8212810158729553,0.9692220687866211,33,2
281,0.8254992702847838,0.9775273333240657,0.8253395557403564,0.9710019826889038,29,2
282,0.8319853721331069,0.9819094837772464,0.830111563205719,0.9736039042472839,26,2
283,0.8373589018760392,0.9771011732651245,0.8350768685340881,0.9741070866584778,26,2
284,0.8388977727445952,0.9814737666119884,0.8390576839447021,0.9757721424102783,24,2
285,0.8419922280998821,0.980270222836966,0.8427770733833313,0.976647138595581,25,2
286,0.8462003382240852,0.9787389137566724,0.8466327786445618,0.9768489599227905,24,2
287,0.85332074556541,0.9818019663311832,0.8514421582221985,0.9779070019721985,21,2
288,0.8499347830558827,0.9781533237878113,0.8538646697998047,0.9776195883750916,21,2
289,0.8515978218975193,0.9759141372191946,0.8560290932655334,0.9767645001411438,21,2
290,0.8538425893847006,0.9795614765207961,0.8581771850585938,0.9772223830223083,16,2
291,0.8525969173321437,0.9714446695673931,0.8592907786369324,0.975186288356781,18,2
292,0.8462198938340146,0.9528526224699734,0.8581470847129822,0.9682604670524597,25,2
293,0.844952027179185,0.966486486251668,0.8568596243858337,0.9672263264656067,23,2
294,0.8454520823950249,0.9064120363934607,0.8559892773628235,0.9488683938980103,17,2
295,0.8351522306116614,0.9525142140235765,0.8522583246231079,0.949035108089447,15,2
296,0.8202363075543929,0.9487669595195727,0.8450927734375,0.9480851888656616,14,2
297,0.8085785927106429,0.9037258378975754,0.8363859057426453,0.9342089891433716,12,2
298,0.796330420246674,0.8637443352424379,0.8263900279998779,0.9124014973640442,12,2
299,0.8156552875121257,0.8798906319506226,0.8247236609458923,0.9012882709503174,12,2
300,0.8129759659523974,0.8889768335742882,0.8226785659790039,0.8959071040153503,16,2
301,0.8156705801344234,0.8797798564001336,0.8219363689422607,0.8893443942070007,17,2
302,0.8136564876446437,0.8923378941003115,0.8207646608352661,0.8883038759231567,16,2
303,0.8185365258193597,0.8811104662477756,0.8213040232658386,0.8843117952346802,14,2
304,0.8210724621284298,0.9117633643099419,0.8224040865898132,0.8904525637626648,20,2
305,0.8162339711665049,0.9025839808996885,0.8217503428459167,0.8922915458679199,17,2
306,0.8142126383643985,0.9025064380143459,0.820645809173584,0.8936610817909241,13,2
307,0.7982564786585364,0.9029058816169928,0.8151272535324097,0.8948256969451904,13,1
308,0.7975531533657843,0.9051048848976868,0.8108692169189453,0.8963664174079895,12,0
309,0.8213108511034506,0.9169791550822954,0.8147086501121521,0.9010166525840759,16,2
310,0.8041337852731776,0.9069759056661475,0.8124431371688843,0.901512622833252,16,1
311,0.8155204282367308,0.8805166224143681,0.8141071200370789,0.894151508808136,16,2
312,0.8122063275187084,0.8844584943560942,0.8143237233161926,0.8899829387664795,12,2
313,0.8122074101822339,0.8612768641570283,0.8144580125808716,0.88018798828125,12,2
314,0.8150895281535823,0.842529296875,0.8153780698776245,0.8675969243049622,13,2
315,0.8147212872219719,0.8261119258785588,0.8159176111221313,0.8536580204963684,12,1
316,0.7866117557770925,0.8522145552991547,0.808043360710144,0.8512157201766968,14,2
317,0.8180716571680986,0.8529695666981763,0.8115133047103882,0.8497201800346375,17,2
318,0.8210696878031457,0.8514371715830737,0.8149038553237915,0.8482430577278137,16,2
319,0.8175797219287,0.8246418691614767,0.8163318037986755,0.8393686413764954,14,2
320,0.8032566248181124,0.8043417065169041,0.8131510019302368,0.8270103931427002,15,1
321,0.8074849672169484,0.8597607595640571,0.8120543360710144,0.8343278169631958,18,2
322,0.7939554624705515,0.8405640082851424,0.8072699308395386,0.8340973258018494,16,1
323,0.7928523636710088,0.839716466720418,0.8034453988075256,0.8337440490722656,15,0
324,0.7900124019106844,0.8331059900467079,0.7998143434524536,0.8316091895103455,15,1
325,0.7957937574703783,0.8236418483096086,0.7988557815551758,0.8273380994796753,13,1
326,0.7726412009769955,0.8059468659641902,0.7913600206375122,0.8190963864326477,16,0
327,0.8153516003932233,0.8105968326012012,0.7984216213226318,0.8145175576210022,16,2
328,0.8234546602168791,0.7787403907640122,0.805941104888916,0.8019026517868042,12,2
330,0.8004944794986834,0.7338398020462633,0.8046346306800842,0.7736424803733826,17,1
331,0.7939821907263372,0.7616218756950621,0.8014647960662842,0.7670788168907166,20,0
332,0.7981149880690479,0.7613838168649911,0.8006352186203003,0.7625306248664856,17,0
333,0.8195028706823377,0.7627583025189058,0.8065038323402405,0.7597686052322388,13,2
335,0.8293863030072061,0.7809587254643016,0.8152104616165161,0.7621485590934753,16,2
336,0.7987467899026468,0.7764293086910588,0.810312032699585,0.7642948627471924,15,1
337,0.8018130960062707,0.7735726027302046,0.8080270886421204,0.7647374272346497,14,0
338,0.798126423702536,0.7646836250278026,0.8053309321403503,0.7623474597930908,15,1
339,0.801682432052037,0.7553517623304047,0.804471492767334,0.7578990459442139,16,1
340,0.8032363248770094,0.7497150244661923,0.8043083548545837,0.7530839443206787,18,1
341,0.807572121630751,0.7376257193894573,0.8054619431495667,0.7461017966270447,16,1
342,0.825919479065618,0.7509648333240659,0.8116856217384338,0.7450221180915833,16,1
343,0.797279036494422,0.7175006255560499,0.8077959418296814,0.7344858050346375,18,1
344,0.792275913010151,0.6978575139707517,0.8034871220588684,0.7211279273033142,16,1
345,0.7852611330290327,0.716069666092082,0.7982847690582275,0.7168247699737549,15,1
346,0.7791308214817765,0.6785580237989324,0.7926936745643616,0.7027736306190491,17,1
347,0.7688576979541989,0.6676420707295376,0.7856075167655945,0.6894247531890869,15,1
350,0.7567031758851857,0.6288206704570731,0.773273229598999,0.6566818952560425,16,0
351,0.7557135537564093,0.617497888748332,0.7667152881622314,0.6396855711936951,23,1
352,0.7772467162815271,0.5921478814501779,0.7695083618164062,0.6206843852996826,21,1
353,0.7797652623077189,0.6238440245495998,0.7721401453018188,0.6175562739372253,15,2
354,0.795497987328506,0.6330336166870554,0.7787061333656311,0.6181276440620422,16,2
355,0.7801394578887194,0.6464448433329628,0.7788276672363281,0.622573971748352,14,0
356,0.7932380625519677,0.6349945611376779,0.7827886343002319,0.6224810481071472,14,2
357,0.7866809109097838,0.6508554478981319,0.7837346196174622,0.6271786093711853,18,1
358,0.7938179642028131,0.6449752210298043,0.7865238785743713,0.6289653778076172,22,1
359,0.7999460427565479,0.5224183649354983,0.7903562188148499,0.594391942024231,18,1
360,0.7731381435351995,0.6314236786866103,0.7852830290794373,0.6013109683990479,16,1
365,0.7206085272744595,0.5120232741603647,0.7528029084205627,0.5439788103103638,27,0
366,0.7254393719252356,0.5058591577930382,0.7415640354156494,0.5255131125450134,32,0
367,0.7248158254010185,0.5063758931550271,0.7349587678909302,0.5147422552108765,35,0
368,0.724716491022554,0.5118321320340304,0.730650782585144,0.5093008279800415,23,0
369,0.7193926961353242,0.5159099755338081,0.7260739207267761,0.5067451000213623,16,0
370,0.7192399052452881,0.5211390159308276,0.7228145599365234,0.5065275430679321,21,0
371,0.7076642021635947,0.5101205411754894,0.7170737981796265,0.5031808614730835,18,1
372,0.7167968749999999,0.5014400821563614,0.7156528234481812,0.49830955266952515,25,1
373,0.7155334066657427,0.49503508326846113,0.7142871618270874,0.49301204085350037,27,1
374,0.7117572116217433,0.5027363733040482,0.7122242450714111,0.49154844880104065,17,0
375,0.7228689257162901,0.4730693776412367,0.7140232920646667,0.4819061756134033,26,1
376,0.7319377890711612,0.444275771171597,0.718033492565155,0.46656718850135803,21,1
377,0.7335336351077466,0.4206844886426828,0.7214598655700684,0.44860824942588806,20,1
378,0.7220971896220204,0.4201953385648358,0.7206351161003113,0.43552276492118835,25,0
