frame,X,Y,source,inliers
294,0.6839338937002624,0.5100712714002865,fused,59
295,0.7494886711050539,0.46938734071155264,fused,70
296,0.19817246374840689,-0.19638730863363363,cam1,32
297,0.19811989861381835,-0.19900277197081406,cam1,31
298,0.6471141429432936,0.5287577666856422,fused,62
299,0.19420328068421752,-0.20287227500382943,cam1,29
300,0.19459698278669404,-0.20564153049773293,cam1,35
301,0.6794300200070317,0.5354620973830775,fused,64
302,0.7463458191680791,0.49429293127382384,fused,73
303,0.6638625596478608,0.5345601365262118,fused,69
304,0.1956888193275193,-0.2143491603372335,cam1,36
305,0.1969023939927131,-0.21629181343043147,cam1,30
306,0.77672504337119,0.46885741508939915,fused,68
307,0.1933058234710249,-0.21713868606981157,cam1,30
308,0.7200303688347067,0.49634886237286246,fused,64
309,0.628711504482183,0.5437131332792167,fused,52
310,0.7543634956530851,0.4740409615248519,fused,68
311,0.7178665278937968,0.49273261917336336,fused,67
312,0.7650784496734033,0.46641936873047435,fused,67
313,0.8961502939102574,0.43766942588014096,fused,102
314,0.6629411878265624,0.5440109075648338,fused,58
315,0.2024231964219477,-0.23029073156490953,cam1,29
316,0.20762885309703946,-0.23286451628768545,cam1,36
317,0.20863328434425307,-0.23381049593110304,cam1,30
318,0.21361567393831166,-0.23602088557578005,cam1,33
319,0.21810957818612575,-0.23797492403890708,cam1,33
320,0.6780735459876229,0.5326847487468426,fused,60
321,0.2216654199591744,-0.24088927270364868,cam1,31
322,0.8966834374067072,0.41991822874921075,fused,89
323,0.747857924584831,0.49091818045571806,fused,70
324,0.22489433712096432,-0.24692115184029284,cam1,34
325,0.22862564191376883,-0.24935057056668897,cam1,33
326,0.7282267321095058,0.4964263638700133,fused,67
327,0.23070847512991094,-0.25348320590580153,cam1,34
328,0.23293474048448787,-0.25535218277705063,cam1,33
329,0.23452020604158685,-0.2570531482558942,cam1,39
330,0.23140254536760443,-0.2577582096679142,cam1,38
331,0.2326537094839067,-0.25959981112376196,cam1,30
332,0.2289646293581672,-0.2605947842882982,cam1,35
333,0.6438591210018383,0.5331101474630192,fused,60
334,0.2348137993580219,-0.26617895289520765,cam1,33
335,0.22955380576922657,-0.26714090594623474,cam1,34
336,0.23998499583166555,-0.27239803013572794,cam1,40
337,0.2479330486326733,-0.27706669994674316,cam1,33
338,0.24232323346853757,-0.2784431357218222,cam1,33
339,0.23711970435747007,-0.28010572392747957,cam1,36
340,0.23204393706820997,-0.2822108956848852,cam1,32
341,0.22758912450937685,-0.2842247690024514,cam1,29
342,0.2232156342692268,-0.2865717757491064,cam1,32
343,0.21895899406257602,-0.2891233472680279,cam1,35
344,0.21490320934142257,-0.2917419954957621,cam1,28
345,0.22214148306434606,-0.2976300242148695,cam1,55
346,0.22738524380977382,-0.30299058443006166,cam1,39
347,0.21964677584629155,-0.3049142456331021,cam1,33
348,0.2130621727788641,-0.3069725623273203,cam1,35
349,0.2070602368603042,-0.3095323105409292,cam1,28
350,0.20189111553513925,-0.3121275724138741,cam1,33
351,0.19706425195596325,-0.31576511634619886,cam1,30
352,0.19314427156732597,-0.31950729825038227,cam1,24
353,0.18958884701236764,-0.32378220673535785,cam1,26
354,0.18664958066612147,-0.3281486360673843,cam1,24
355,0.5808708793720736,0.5291848980389141,fused,40
356,0.18193824447472054,-0.3377383433859251,cam1,36
357,0.5159310810199477,0.5406926882279532,fused,48
358,0.1787050787048687,-0.34756346691235585,cam1,33
359,0.7439246215321331,0.4526377522066599,fused,73
360,0.1774308821455023,-0.355855323597724,cam1,43
361,0.17747142830089774,-0.3592839140542916,cam1,35
362,0.5699173584626849,0.5250575616881831,fused,58
363,0.17872944556928388,-0.3649493982736347,cam1,43
364,0.19156658642562582,-0.37066195497606347,cam1,42
365,0.19071423405685484,-0.3723935061430621,cam1,36
366,0.18638616225463564,-0.37304621177340636,cam1,33
367,0.18767648670245363,-0.3753729615033877,cam1,34
368,0.1894122378954566,-0.3777463348761314,cam1,38
369,0.1914240662858864,-0.38020406517006133,cam1,40
370,0.19381611342625565,-0.382590866756203,cam1,41
371,0.19651932413378365,-0.38493672918271904,cam1,42
372,0.19945550580401225,-0.3872752024020303,cam1,37
373,0.20254728364556548,-0.38975133308511123,cam1,40
374,0.20579299483006663,-0.3924726639599283,cam1,35
375,0.6305363819865311,0.49027982911362405,fused,61
376,0.21284397635465074,-0.3990170576141693,cam1,30
377,0.2119683430095933,-0.40187966167773703,cam1,27
378,0.21622571246234465,-0.4062320752455736,cam1,33
379,0.22024192253323305,-0.41049669371519626,cam1,40
380,0.22448452781762446,-0.4146865761528826,cam1,43
381,0.2282859193353227,-0.41829914053723793,cam1,42
382,0.23175517283242514,-0.42139235174871104,cam1,41
383,0.23485299654132955,-0.42404018120471143,cam1,37
384,0.24954585727168394,-0.4293643396832648,cam1,39
385,0.24515004969449058,-0.42991283200440145,cam1,41
386,0.784341417496064,0.4233372486869012,fused,93
387,0.4891364647385867,0.5372449583370351,fused,62
388,0.24542385974809233,-0.4344313643385521,cam1,42
389,0.24667166732536935,-0.43621018468722506,cam1,44
390,0.24771503946068069,-0.4376830390172779,cam1,49
391,0.2603456914905171,-0.4418668330589576,cam1,44
392,0.2584598508521778,-0.4424767203327742,cam1,38
393,0.25678758183932177,-0.443038648377891,cam1,38
394,0.2553034365917888,-0.4434201253045792,cam1,44
395,0.25389946794738927,-0.4435706458378019,cam1,44
396,0.2526201975338465,-0.44437713713639804,cam1,38
397,0.2513027674720746,-0.4440621483732319,cam1,40
398,0.6071741873013112,0.5004509646062592,fused,65
399,0.697468106115575,0.4667974263799631,fused,75
400,0.24763649358033,-0.443348241695143,cam1,38
401,0.24646407462215497,-0.44317490112484614,cam1,40
402,0.5543560375082732,0.49026565676475853,fused,64
403,0.24390189051842184,-0.4426594103216812,cam1,42
404,0.24252395871102284,-0.4423985861195976,cam1,39
405,0.2411903133154613,-0.4420158242238741,cam1,35
406,0.5467305107653816,0.4919878139398523,fused,53
407,0.23867208069489163,-0.4419331750964579,cam1,36
408,0.23743959459416034,-0.4413023794362476,cam1,35
409,0.23643072546072574,-0.44059426879187447,cam1,34
410,0.23558492243823453,-0.4399104824691257,cam1,39
411,0.23507777966911708,-0.4391685622710846,cam1,36
412,0.23482378202220247,-0.43847509569032883,cam1,41
413,0.23484822512846268,-0.43769153036338804,cam1,34
414,0.8241583096169149,0.4223324814768078,fused,76
415,0.5703903806160118,0.47823150121549224,fused,60
416,0.2358950076805991,-0.4366558910597129,cam1,41
417,0.2366541484910764,-0.4355058407302228,cam1,34
418,0.23755701812447688,-0.43450943380966933,cam1,42
419,0.23864938865629495,-0.4336957953685687,cam1,35
420,0.23989010029605437,-0.4340650722157511,cam1,41
421,0.24110690143265953,-0.4337245912752513,cam1,37
422,0.25128104169324456,-0.4395780912428344,cam1,49
423,0.2510123238030613,-0.43853656903026395,cam1,41
424,0.25123711882659067,-0.4379204365525179,cam1,38
425,0.2518254616517659,-0.4377237268830323,cam1,36
426,0.25272611100896664,-0.4377552367714782,cam1,35
427,0.2539685148469585,-0.43797185367388336,cam1,42
428,0.255499943344816,-0.4382547943076037,cam1,36
429,0.25724923538730793,-0.43876833440689256,cam1,35
430,0.25915193038349216,-0.439418693501468,cam1,39
431,0.26141084099554823,-0.43995263722894673,cam1,41
432,0.2636833496537643,-0.44062981407648205,cam1,38
433,0.26615174767140226,-0.4412265852049181,cam1,39
434,0.2688176041749954,-0.44168798639660145,cam1,31
435,0.27149448188677694,-0.44215670507005855,cam1,36
436,0.27431059134589714,-0.442603072834719,cam1,31
437,0.2772042589136541,-0.443139976681866,cam1,40
438,0.2808374214322183,-0.4439118325836714,cam1,36
439,0.2844805702435217,-0.4446983063353771,cam1,34
440,0.28803353695959183,-0.44552920342490787,cam1,42
441,0.29155689810436003,-0.4463552920251913,cam1,40
442,0.29502886156599767,-0.4472382642366354,cam1,39
443,0.2984932341858287,-0.4481774865364303,cam1,35
444,0.30189938503455055,-0.4491342569461917,cam1,42
445,0.3053305461363347,-0.4500119385384068,cam1,40
446,0.3088657475144342,-0.4508220460475194,cam1,36
447,0.31236384544532236,-0.45168204886163243,cam1,36
448,0.3158981397346209,-0.4525222579394962,cam1,38
449,0.31934087358550006,-0.45349497784724657,cam1,42
450,0.32278985736586674,-0.45448185471390934,cam1,37
451,0.32600610718595724,-0.4555739753528216,cam1,31
452,0.32924853282923516,-0.45654399355083153,cam1,32
453,0.33244366590959484,-0.45749360293818164,cam1,38
454,0.33553854732522614,-0.4584529906694432,cam1,44
455,0.3384540303080642,-0.45944883606543285,cam1,38
456,0.3413734074120523,-0.4604372334936574,cam1,41
457,0.34419659495530286,-0.46152271972869574,cam1,38
458,0.3469214783845475,-0.46278042419316456,cam1,43
459,0.34956153088779074,-0.46418394153811615,cam1,37
460,0.3522463372855877,-0.4655994010092389,cam1,43
461,0.35472649936277034,-0.46727805638801123,cam1,41
462,0.3571480036241783,-0.4689573920872028,cam1,40
463,0.3594719233170754,-0.470665179070484,cam1,46
464,0.36169017571491757,-0.4724142048239356,cam1,47
465,0.36392267571611325,-0.4741294785006128,cam1,42
466,0.36607689008875566,-0.475794752888653,cam1,42
467,0.36858286369730386,-0.47772559372623324,cam1,42
468,0.3710255100641631,-0.4794770955086026,cam1,41
469,0.3733685488492472,-0.4811547652330497,cam1,41
470,0.37569255164191206,-0.48266853968834666,cam1,38
471,0.377837925979978,-0.48426877291442194,cam1,36
472,0.379919106295707,-0.48586766882772103,cam1,41
473,0.3820117743413388,-0.4874743481660829,cam1,41
474,0.38407972672702584,-0.4890864273853964,cam1,43
475,0.3860815919231044,-0.49072159501192125,cam1,41
476,0.38813890401930695,-0.49230506650641837,cam1,42
477,0.39008939295887163,-0.49405197293602066,cam1,46
478,0.39213127957918686,-0.4958022055489024,cam1,48
479,0.39416770969534803,-0.4975506945307224,cam1,48
480,0.3962442678123419,-0.4992473601006253,cam1,42
481,0.39834056105902604,-0.500904900068589,cam1,42
482,0.4004838786259558,-0.5023695507507842,cam1,42
483,0.4026261621658415,-0.5036947649525729,cam1,37
484,0.4048226528266836,-0.5049677637646062,cam1,37
485,0.4070536088091835,-0.5062592985598838,cam1,37
486,0.4095934141395272,-0.5072715312698417,cam1,46
487,0.4120037462780112,-0.5084941175899134,cam1,44
488,0.414471614133324,-0.5097398803746913,cam1,41
489,0.4171414480327119,-0.5117009317527821,cam1,44
490,0.4197673512922202,-0.5125653965787584,cam1,45
491,0.42255495205336635,-0.5133658658455367,cam1,38
492,0.42545363640683365,-0.5141339614539776,cam1,41
493,0.4285071765627764,-0.5148171853610968,cam1,43
494,0.4273037250352628,-0.5142990136827985,cam1,37
495,0.42712650570120303,-0.5138419041233107,cam1,46
496,0.42782970629010847,-0.5135182780992018,cam1,40
497,0.43017910095140083,-0.5135850198551484,cam1,46
498,0.432891554017824,-0.5139217669475159,cam1,48
499,0.4361360337310245,-0.5141350881745488,cam1,44
500,0.43981836232601323,-0.5144017874541279,cam1,43
501,0.44358386971451214,-0.5148687937686017,cam1,48
502,0.447769137000528,-0.5154844426128131,cam1,40
503,0.45209853613552586,-0.5162739664917221,cam1,42
504,0.4567441014518422,-0.5171446433577738,cam1,42
505,0.4615923024297497,-0.5181489721923778,cam1,46
506,0.4665142312140311,-0.5190872943306444,cam1,52
507,0.4717751101905265,-0.5200055776812947,cam1,48
508,0.4772795139301296,-0.5209868542676903,cam1,52
509,0.4829748679273168,-0.5220195670575952,cam1,53
510,0.488927015471358,-0.5231376127079972,cam1,48
511,0.49499830276301404,-0.5244308025591123,cam1,47
512,0.501193175934602,-0.5258638488400469,cam1,46
513,0.5074336972115163,-0.527506773822012,cam1,49
514,0.5137249118314182,-0.5292091917745363,cam1,52
515,0.5200332604108959,-0.5309709864531472,cam1,53
516,0.5263017658399587,-0.5328602377725025,cam1,53
517,0.5326930869692854,-0.5347006054047853,cam1,55
518,0.5390374361881516,-0.5366574868991376,cam1,52
519,0.545299980638992,-0.5386562175094548,cam1,57
520,0.5516020773218065,-0.5404651446077413,cam1,47
521,0.5578927472571796,-0.542201967338095,cam1,54
522,0.5640308407911089,-0.5440829415389887,cam1,59
523,0.5702016466579957,-0.5459119050151122,cam1,45
524,0.5762555389072206,-0.5478117785526269,cam1,50
525,0.5820557427793709,-0.5498423585088228,cam1,52
526,0.5888816077552866,-0.5521645994478749,cam1,50
527,0.595335122023901,-0.5544206840138288,cam1,50
528,0.6015031111032975,-0.5566293103800619,cam1,48
529,0.6074198150029602,-0.5588514216175436,cam1,47
530,0.6130879427606557,-0.5609459214345296,cam1,40
531,0.6183579125466743,-0.5631423281816668,cam1,43
532,0.6278425399038354,-0.5664597491390837,cam1,43
533,0.6317361150916345,-0.5685124364917853,cam1,51
534,0.6356210810298855,-0.5705540476032144,cam1,44
