frame,id,x,y
486,1,0.6818,0.1381
487,1,0.6816,0.1428
488,1,0.6827,0.1475
489,1,0.6849,0.1519
490,1,0.6883,0.1560
491,1,0.6933,0.1595
492,1,0.7004,0.1625
493,1,0.7081,0.1645
494,1,0.7169,0.1654
495,1,0.7262,0.1656
496,1,0.7360,0.1651
497,1,0.7443,0.1632
498,1,0.7529,0.1608
499,1,0.7625,0.1583
500,1,0.7743,0.1558
501,1,0.7858,0.1532
502,1,0.7979,0.1507
503,1,0.8096,0.1482
504,1,0.8207,0.1459
505,1,0.8313,0.1440
506,1,0.8407,0.1424
507,1,0.8487,0.1411
508,1,0.8550,0.1400
509,1,0.8601,0.1392
510,1,0.8642,0.1385
511,1,0.8676,0.1379
512,1,0.8707,0.1374
513,1,0.8735,0.1369
514,1,0.8758,0.1363
515,1,0.8777,0.1355
516,1,0.8789,0.1343
517,1,0.8802,0.1334
518,1,0.8813,0.1325
519,1,0.8820,0.1320
520,1,0.8823,0.1318
521,1,0.8820,0.1319
522,1,0.8815,0.1322
523,1,0.8812,0.1327
524,1,0.8807,0.1337
525,1,0.8800,0.1358
526,1,0.8792,0.1387
527,1,0.8787,0.1421
528,1,0.8791,0.1456
529,1,0.8799,0.1487
530,1,0.8805,0.1519
531,1,0.8813,0.1550
532,1,0.8832,0.1577
533,1,0.8881,0.1601
534,1,0.8985,0.1628
535,1,0.9129,0.1655
536,1,0.9295,0.1680
537,1,0.9482,0.1702
538,1,0.9703,0.1715
539,1,0.9924,0.1721
540,1,1.0138,0.1725
541,1,1.0372,0.1732
542,1,1.0575,0.1733
543,1,1.0768,0.1731
544,1,1.0941,0.1729
545,1,1.1103,0.1728
546,1,1.1241,0.1730
547,1,1.1360,0.1736
548,1,1.1463,0.1744
549,1,1.1552,0.1757
550,1,1.1633,0.1773
551,1,1.1702,0.1788
552,1,1.1758,0.1801
553,1,1.1803,0.1814
554,1,1.1831,0.1821
555,1,1.1855,0.1828
556,1,1.1876,0.1834
557,1,1.1893,0.1839
558,1,1.1907,0.1844
559,1,1.1921,0.1849
560,1,1.1933,0.1850
561,1,1.1943,0.1851
562,1,1.1950,0.1852
563,1,1.1953,0.1851
564,1,1.1956,0.1850
565,1,1.1962,0.1850
566,1,1.2000,0.1853
567,1,1.2092,0.1863
568,1,1.2237,0.1878
569,1,1.2410,0.1896
570,1,1.2609,0.1916
571,1,1.2821,0.1935
572,1,1.3037,0.1952
573,1,1.3241,0.1965
574,1,1.3438,0.1974
575,1,1.3635,0.1983
576,1,1.3827,0.1989
577,1,1.4014,0.1994
578,1,1.4189,0.1998
579,1,1.4357,0.1999
580,1,1.4519,0.1997
581,1,1.4677,0.1994
582,1,1.4820,0.1987
583,1,1.4950,0.1980
584,1,1.5064,0.1967
585,1,1.5156,0.1946
586,1,1.5238,0.1917
587,1,1.5306,0.1883
588,1,1.5360,0.1848
589,1,1.5400,0.1817
590,1,1.5432,0.1786
591,1,1.5460,0.1753
592,1,1.5483,0.1718
593,1,1.5500,0.1687
594,1,1.5510,0.1656
595,1,1.5519,0.1632
596,1,1.5527,0.1616
597,1,1.5533,0.1607
598,1,1.5536,0.1605
599,1,1.5556,0.1606
600,1,1.5623,0.1615
601,1,1.5749,0.1635
602,1,1.5931,0.1660
603,1,1.6148,0.1684
604,1,1.6389,0.1709
605,1,1.6639,0.1733
606,1,1.6895,0.1757
607,1,1.7144,0.1778
608,1,1.7389,0.1797
609,1,1.7626,0.1816
610,1,1.7844,0.1837
611,1,1.8051,0.1861
612,1,1.8252,0.1886
613,1,1.8436,0.1910
614,1,1.8589,0.1930
615,1,1.8712,0.1946
616,1,1.8809,0.1959
617,1,1.8887,0.1969
618,1,1.8947,0.1976
619,1,1.8993,0.1981
620,1,1.9030,0.1983
621,1,1.9059,0.1986
622,1,1.9082,0.1988
623,1,1.9098,0.1989
624,1,1.9110,0.1990
625,1,1.9116,0.1990
626,1,1.9115,0.1988
627,1,1.9112,0.1986
628,1,1.9110,0.1985
629,1,1.9112,0.1986
630,1,1.9108,0.1985
631,1,1.9115,0.1985
632,1,1.9182,0.1996
633,1,1.9296,0.2019
634,1,1.9450,0.2049
635,1,1.9636,0.2084
636,1,1.9859,0.2124
637,1,2.0101,0.2167
638,1,2.0357,0.2212
639,1,2.0594,0.2254
640,1,2.0808,0.2291
641,1,2.0996,0.2323
642,1,2.1162,0.2347
643,1,2.1307,0.2352
644,1,2.1421,0.2366
645,1,2.1508,0.2381
646,1,2.1580,0.2395
647,1,2.1638,0.2354
648,1,2.1684,0.2352
649,1,2.1725,0.2344
650,1,2.1757,0.2296
651,1,2.1771,0.2283
652,1,2.1756,0.2259
653,1,2.1716,0.2202
654,1,2.1713,0.2132
655,1,2.1684,0.2061
656,1,2.1696,0.2044
657,1,2.1720,0.2064
658,1,2.1746,0.2031
659,1,2.1761,0.1973
660,1,2.1772,0.1908
661,1,2.1784,0.1864
662,1,2.1795,0.1806
663,1,2.1811,0.1795
664,1,2.1823,0.1752
665,1,2.1832,0.1715
666,1,2.1839,0.1687
667,1,2.1845,0.1663
668,1,2.1850,0.1647
669,1,2.1854,0.1636
670,1,2.1858,0.1627
671,1,2.1861,0.1619
673,1,2.1865,0.1615
674,1,2.1868,0.1611
675,1,2.1870,0.1607
676,1,2.1872,0.1603
677,1,2.1873,0.1597
678,1,2.1874,0.1588
679,1,2.1875,0.1576
680,1,2.1875,0.1559
681,1,2.1876,0.1540
682,1,2.1876,0.1519
683,1,2.1876,0.1494
684,1,2.1876,0.1469
1211,2,2.1889,0.2998
1212,2,2.1889,0.2997
1213,2,2.1889,0.2995
1214,2,2.1888,0.2993
1215,2,2.1888,0.2990
1216,2,2.1888,0.2987
1217,2,2.1888,0.2983
1218,2,2.1888,0.2980
1219,2,2.1887,0.2975
1220,2,2.1887,0.2970
1221,2,2.1886,0.2964
1222,2,2.1886,0.2960
1223,2,2.1885,0.2958
1224,2,2.1885,0.2956
1225,2,2.1884,0.2953
1226,2,2.1883,0.2950
1227,2,2.1882,0.2947
1228,2,2.1880,0.2944
1229,2,2.1879,0.2941
1230,2,2.1879,0.2941
1231,2,2.1879,0.2939
1232,2,2.1879,0.2938
1233,2,2.1878,0.2938
1234,2,2.1878,0.2939
1235,2,2.1878,0.2938
1236,2,2.1879,0.2938
1237,2,2.1879,0.2938
1238,2,2.1879,0.2939
1239,2,2.1877,0.2940
1240,2,2.1876,0.2940
1241,2,2.1874,0.2940
1242,2,2.1871,0.2940
1243,2,2.1867,0.2940
1244,2,2.1862,0.2939
1245,2,2.1858,0.2937
1246,2,2.1855,0.2934
1247,2,2.1849,0.2930
1248,2,2.1843,0.2925
1249,2,2.1839,0.2920
1250,2,2.1808,0.2909
1251,2,2.1806,0.2902
1252,2,2.1814,0.2895
1253,2,2.1824,0.2887
1254,2,2.1834,0.2879
1255,2,2.1842,0.2870
1256,2,2.1848,0.2859
1257,2,2.1853,0.2849
1258,2,2.1858,0.2838
1259,2,2.1862,0.2828
1260,2,2.1866,0.2820
1261,2,2.1869,0.2812
1262,2,2.1871,0.2804
1263,2,2.1849,0.2794
1264,2,2.1810,0.2784
1265,2,2.1748,0.2773
1266,2,2.1679,0.2767
1267,2,2.1613,0.2764
1268,2,2.1551,0.2762
1269,2,2.1481,0.2764
1270,2,2.1423,0.2767
1271,2,2.1372,0.2773
1272,2,2.1334,0.2781
1273,2,2.1303,0.2789
1274,2,2.1277,0.2799
1275,2,2.1248,0.2808
1276,2,2.1222,0.2806
1277,2,2.1207,0.2793
1278,2,2.1195,0.2777
1279,2,2.1184,0.2766
1280,2,2.1173,0.2764
1281,2,2.1163,0.2775
1282,2,2.1157,0.2791
1283,2,2.1154,0.2809
1284,2,2.1151,0.2831
1285,2,2.1144,0.2859
1286,2,2.1137,0.2889
1287,2,2.1130,0.2922
1288,2,2.1120,0.2963
1289,2,2.1104,0.3005
1290,2,2.1084,0.3051
1291,2,2.1064,0.3099
1292,2,2.1045,0.3148
1293,2,2.1031,0.3196
1294,2,2.1017,0.3243
1295,2,2.1000,0.3291
1296,2,2.0979,0.3342
1297,2,2.0953,0.3391
1298,2,2.0927,0.3438
1299,2,2.0888,0.3481
1300,2,2.0839,0.3520
1301,2,2.0780,0.3558
1302,2,2.0719,0.3594
1303,2,2.0646,0.3630
1304,2,2.0577,0.3666
1305,2,2.0499,0.3699
1306,2,2.0408,0.3729
1307,2,2.0296,0.3755
1308,2,2.0179,0.3779
1309,2,2.0056,0.3798
1310,2,1.9923,0.3814
1311,2,1.9773,0.3825
1312,2,1.9609,0.3834
1313,2,1.9431,0.3841
1314,2,1.9240,0.3843
1315,2,1.9044,0.3841
1316,2,1.8862,0.3837
1317,2,1.8706,0.3835
1318,2,1.8578,0.3835
1319,2,1.8476,0.3835
1320,2,1.8395,0.3834
1321,2,1.8331,0.3835
1322,2,1.8280,0.3836
1323,2,1.8242,0.3836
1324,2,1.8211,0.3837
1325,2,1.8189,0.3837
1326,2,1.8171,0.3837
1327,2,1.8158,0.3838
1328,2,1.8149,0.3839
1329,2,1.8141,0.3839
1330,2,1.8135,0.3839
1331,2,1.8131,0.3837
1332,2,1.8127,0.3834
1333,2,1.8121,0.3827
1334,2,1.8105,0.3817
1335,2,1.8082,0.3804
1336,2,1.8042,0.3788
1337,2,1.7993,0.3771
1338,2,1.7938,0.3752
1339,2,1.7872,0.3732
1340,2,1.7798,0.3712
1341,2,1.7701,0.3687
1342,2,1.7601,0.3664
1343,2,1.7497,0.3641
1344,2,1.7397,0.3623
1345,2,1.7293,0.3606
1346,2,1.7133,0.3582
1347,2,1.6947,0.3552
1348,2,1.6740,0.3517
1349,2,1.6523,0.3484
1350,2,1.6299,0.3449
1351,2,1.6071,0.3416
1352,2,1.5864,0.3390
1353,2,1.5672,0.3367
1354,2,1.5510,0.3349
1355,2,1.5373,0.3335
1356,2,1.5260,0.3327
1357,2,1.5170,0.3322
1358,2,1.5092,0.3323
1359,2,1.5029,0.3328
1360,2,1.4977,0.3337
1361,2,1.4933,0.3349
1362,2,1.4899,0.3364
1363,2,1.4872,0.3384
1364,2,1.4847,0.3405
1365,2,1.4828,0.3429
1366,2,1.4810,0.3454
1367,2,1.4799,0.3484
1368,2,1.4785,0.3515
1369,2,1.4767,0.3548
1370,2,1.4742,0.3583
1371,2,1.4713,0.3616
1372,2,1.4683,0.3649
1373,2,1.4649,0.3682
1374,2,1.4607,0.3715
1375,2,1.4544,0.3747
1376,2,1.4467,0.3781
1377,2,1.4399,0.3817
1378,2,1.4339,0.3852
1379,2,1.4282,0.3888
1380,2,1.4207,0.3921
1381,2,1.4083,0.3949
1382,2,1.3938,0.3974
1383,2,1.3772,0.3998
1384,2,1.3586,0.4017
1385,2,1.3386,0.4035
1386,2,1.3175,0.4048
1387,2,1.2983,0.4062
1388,2,1.2798,0.4073
1389,2,1.2598,0.4083
1390,2,1.2406,0.4092
1391,2,1.2234,0.4103
1392,2,1.2098,0.4114
1393,2,1.1980,0.4123
1394,2,1.1880,0.4131
1395,2,1.1798,0.4140
1396,2,1.1729,0.4149
1397,2,1.1674,0.4158
1398,2,1.1632,0.4168
1399,2,1.1600,0.4178
1400,2,1.1578,0.4190
1401,2,1.1561,0.4202
1402,2,1.1544,0.4215
1403,2,1.1532,0.4229
1404,2,1.1519,0.4242
1405,2,1.1502,0.4252
1406,2,1.1481,0.4262
1407,2,1.1460,0.4271
1408,2,1.1439,0.4282
1409,2,1.1415,0.4293
1410,2,1.1385,0.4302
1411,2,1.1342,0.4311
1412,2,1.1291,0.4319
1413,2,1.1235,0.4330
1414,2,1.1183,0.4343
1415,2,1.1131,0.4353
1416,2,1.1080,0.4363
1417,2,1.1023,0.4369
1418,2,1.0948,0.4373
1419,2,1.0855,0.4376
1420,2,1.0750,0.4379
1421,2,1.0611,0.4380
1422,2,1.0441,0.4376
1423,2,1.0240,0.4371
1424,2,1.0011,0.4363
1425,2,0.9772,0.4355
1426,2,0.9531,0.4347
1427,2,0.9310,0.4341
1428,2,0.9129,0.4338
1429,2,0.8966,0.4334
1430,2,0.8818,0.4328
1431,2,0.8689,0.4323
1432,2,0.8579,0.4319
1433,2,0.8485,0.4316
1434,2,0.8406,0.4314
1435,2,0.8343,0.4314
1436,2,0.8291,0.4314
1437,2,0.8249,0.4313
1438,2,0.8215,0.4312
1439,2,0.8188,0.4313
1440,2,0.8169,0.4316
1441,2,0.8160,0.4322
1442,2,0.8155,0.4328
1443,2,0.8155,0.4334
1444,2,0.8156,0.4341
1445,2,0.8157,0.4347
1446,2,0.8159,0.4355
1447,2,0.8160,0.4361
1448,2,0.8159,0.4375
1449,2,0.8152,0.4392
1450,2,0.8142,0.4414
1451,2,0.8127,0.4438
1452,2,0.8108,0.4466
1453,2,0.8080,0.4498
1454,2,0.8044,0.4533
1455,2,0.8009,0.4576
1456,2,0.7968,0.4621
1457,2,0.7926,0.4665
1458,2,0.7878,0.4708
1459,2,0.7822,0.4755
1460,2,0.7768,0.4800
1461,2,0.7721,0.4848
1462,2,0.7683,0.4886
1463,2,0.7662,0.4920
1464,2,0.7645,0.4955
1465,2,0.7628,0.4987
1466,2,0.7615,0.5015
1467,2,0.7601,0.5040
1468,2,0.7564,0.5059
1469,2,0.7510,0.5073
1470,2,0.7428,0.5083
1471,2,0.7330,0.5091
1472,2,0.7236,0.5097
1473,2,0.7126,0.5099
1474,2,0.7009,0.5101
1475,2,0.6872,0.5104
1476,2,0.6738,0.5106
1477,2,0.6607,0.5112
1478,2,0.6475,0.5120
1479,2,0.6345,0.5128
1480,2,0.6218,0.5137
1481,2,0.6097,0.5145
1482,2,0.5984,0.5151
1483,2,0.5879,0.5157
1484,2,0.5782,0.5165
1485,2,0.5695,0.5170
1486,2,0.5624,0.5173
1487,2,0.5570,0.5176
1488,2,0.5529,0.5177
1489,2,0.5496,0.5177
1490,2,0.5470,0.5175
1491,2,0.5448,0.5171
1492,2,0.5434,0.5173
1493,2,0.5429,0.5182
1494,2,0.5430,0.5196
1495,2,0.5433,0.5212
1496,2,0.5437,0.5228
1497,2,0.5442,0.5244
1498,2,0.5447,0.5257
1499,2,0.5454,0.5273
1500,2,0.5462,0.5290
1501,2,0.5476,0.5307
1502,2,0.5496,0.5315
1503,2,0.5527,0.5317
1504,2,0.5569,0.5317
1505,2,0.5621,0.5318
1506,2,0.5682,0.5323
1507,2,0.5752,0.5334
1508,2,0.5831,0.5353
1509,2,0.5923,0.5380
1510,2,0.6036,0.5412
1511,2,0.6159,0.5439
1512,2,0.6299,0.5473
1513,2,0.6454,0.5504
1514,2,0.6610,0.5529
