frame,unique_id,aligned_x,aligned_y
126,c2_1,1.4678688546167469,0.5375719650209482
127,c2_1,1.4705179938826887,0.5406572179202735
128,c2_1,1.472664652973473,0.5438625009103675
129,c2_1,1.4754863063289068,0.5472252358966329
130,c2_1,1.4779255095999533,0.5512104811488227
131,c2_1,1.4803167008346918,0.55499473433095
132,c2_1,1.483765336418466,0.5583139292433245
133,c2_1,1.4929707239795893,0.5599392869976902
134,c2_1,1.5076793874492744,0.5601438177185715
135,c2_1,1.5256759420944195,0.5598816439636275
136,c2_1,1.5469123758787169,0.5589517736627964
137,c2_1,1.572015671030507,0.5573106667421869
138,c2_1,1.596941980130389,0.5558180678929161
139,c2_1,1.6205618407748648,0.5546375472796434
140,c2_1,1.6433447831961048,0.5544005590931262
141,c2_1,1.6648452831800924,0.5545761451776383
142,c2_1,1.6850588687644121,0.5555902956914582
143,c2_1,1.7041100420022488,0.5575195006514634
144,c2_1,1.7223812529779887,0.5597412497917296
145,c2_1,1.739896507709787,0.5623560391472877
146,c2_1,1.7578377525998632,0.5649753004652622
147,c2_1,1.7768079638584058,0.567454997636731
148,c2_1,1.79675465748669,0.5700201287499099
149,c2_1,1.8166488671162506,0.5728102579513049
150,c2_1,1.8353086463448665,0.5762139534937918
151,c2_1,1.8522315149973816,0.580351245468139
152,c2_1,1.8671880030231642,0.5855956400339011
153,c2_1,1.880029602350875,0.5917701511391694
154,c2_1,1.8913112771543936,0.5985297506049594
155,c2_1,1.90071200527289,0.6054199702924224
156,c2_1,1.9082077806882096,0.6123403141665272
157,c2_1,1.9144735976650014,0.6194482342234454
158,c2_1,1.9190025040656924,0.6272897507122238
159,c2_1,1.922679430149827,0.6351223232761694
160,c2_1,1.9258583480212215,0.642648935772605
161,c2_1,1.9288407457849697,0.6497975701470694
162,c2_1,1.932004601563043,0.6563717062919169
163,c2_1,1.935091967324239,0.6630703444899492
164,c2_1,1.9378778449803415,0.6698410007424426
165,c2_1,1.9408691866689225,0.67613765480035
166,c2_1,1.945999423073729,0.6816046883537824
167,c2_1,1.9583938519813526,0.6850177944769009
168,c2_1,1.9781094293529324,0.6857259849232109
169,c2_1,2.004289702909496,0.684146305926158
170,c2_1,2.0349487579685723,0.6808593738838477
171,c2_1,2.066239267218406,0.6771029116093676
172,c2_1,2.0988931808847857,0.6723833828523949
173,c2_1,2.1305466061632696,0.6674779241186808
174,c2_1,2.162051523370415,0.6623954793330579
175,c2_1,2.1921254900689697,0.6575486227665556
176,c2_1,2.221323470432814,0.6525923262401894
177,c2_1,2.2483390160065415,0.6478386679899574
178,c2_1,2.2740481131248638,0.6433970879757234
179,c2_1,2.297120307314221,0.6394791683984545
180,c2_1,2.317804602680983,0.6362378892919057
181,c2_1,2.336828477488522,0.6336057045640323
182,c2_1,2.3556513602259983,0.6310215318724663
183,c2_1,2.3753066892242947,0.6279198169124233
184,c2_1,2.3955365164522084,0.6249995599667054
185,c2_1,2.413832912996375,0.6224349213308769
186,c2_1,2.429238930542791,0.6206669532565368
187,c2_1,2.4421565532315803,0.6195996316710702
188,c2_1,2.452762767114652,0.6190844485031392
189,c2_1,2.461057572192006,0.6191214037527432
190,c2_1,2.467945432778923,0.619494443256499
191,c2_1,2.4736273409454665,0.6201555549780993
192,c2_1,2.47797879463845,0.6210282489006665
193,c2_1,2.4813492939992754,0.622241499039802
194,c2_1,2.4840928111317595,0.6234982892528284
195,c2_1,2.4861088500008712,0.6248226255578996
196,c2_1,2.487598402676674,0.6261664959187081
197,c2_1,2.488786467247383,0.6275823843339776
198,c2_1,2.4896730437129984,0.6290702908037085
199,c2_1,2.490933126338168,0.6307876673240717
200,c2_1,2.492370195015247,0.6323565357730963
201,c2_1,2.495166196146455,0.6333883278979066
202,c2_1,2.5004505921352895,0.6337194735338432
203,c2_1,2.5122476963454146,0.6319637417964794
204,c2_1,2.530983498935109,0.6281256046482314
205,c2_1,2.5528391505731873,0.6231172907789403
206,c2_1,2.578365143471113,0.6170197621678998
207,c2_1,2.6062025451747557,0.6103700951393239
208,c2_1,2.634240938948461,0.6036724160744409
209,c2_1,2.662178836687135,0.5969987430277114
210,c2_1,2.6887578019716796,0.5908621463051963
211,c2_1,2.715183787222469,0.5849745536890509
212,c2_1,2.7393988597025727,0.5796150934722869
213,c2_1,2.7612500393782344,0.5750327697612744
214,c2_1,2.7804643161249314,0.5709741064872267
215,c2_1,2.7979176762773736,0.5675485436100082
216,c2_1,2.8143660760795046,0.5643630409143268
217,c2_1,2.8304364977596643,0.5613740583262913
218,c2_1,2.845578449106389,0.558500633866608
219,c2_1,2.857605023367147,0.5563713959696894
220,c2_1,2.8684256452075303,0.5545302302906154
221,c2_1,2.8773608484004747,0.5532456749914929
222,c2_1,2.884989603138013,0.5522731979283684
223,c2_1,2.891536907508362,0.5516652830999659
224,c2_1,2.8974287516698,0.5514264024687017
225,c2_1,2.9017366652888925,0.551672114162928
226,c2_1,2.905039618557673,0.5521578860386914
227,c2_1,2.907864097669451,0.5528641840402544
228,c2_1,2.910387088676136,0.5536425000962786
229,c2_1,2.9123835934895106,0.5544403502080401
230,c2_1,2.914806088461164,0.5552426722822179
231,c2_1,2.9169030893095704,0.5560165163758257
232,c2_1,2.9185740999996974,0.556785888507017
233,c2_1,2.9199721005653014,0.5573017845694223
234,c2_1,2.9210446070076586,0.5577892026512574
235,c2_1,2.9223181055200778,0.5582286086967849
236,c2_1,2.9231416078560644,0.5585630467448651
237,c2_1,2.9239170981557443,0.5586964927228828
238,c2_1,2.924544080384085,0.5586529526489917
239,c2_1,2.9246970604178397,0.558403948542622
240,c2_1,2.9241990522051005,0.558097988475112
241,c2_1,2.9251844784996752,0.5573314421002653
242,c2_1,2.932003146788476,0.5547465565142251
243,c2_1,2.9489613244845234,0.5483585965847945
244,c2_1,2.9686898510875537,0.540671485918719
245,c2_1,2.9918397148440614,0.5317421804771393
246,c2_1,3.016123512966482,0.5222233147126215
247,c2_1,3.040507807123934,0.51268044292995
248,c2_1,3.064188629036168,0.5033056132743544
249,c2_1,3.0862615143879024,0.49431487990921796
250,c2_1,3.105673490792518,0.4857473109460154
251,c2_1,3.1224725702863227,0.4778038984548093
252,c2_1,3.1372137170431955,0.47013961425661477
253,c2_1,3.150700899343387,0.46256241020620226
254,c2_1,3.1619576348171545,0.4549868523618614
255,c2_1,3.1717114017278702,0.44734539463154777
256,c2_1,3.1811396745153386,0.43967545892066395
257,c2_1,3.189988977110774,0.4322500553537335
258,c2_1,3.1969768670769234,0.425481758201786
259,c2_1,3.2016533482373557,0.4192655994673735
260,c2_1,3.205248379030598,0.41341400296768294
261,c2_1,3.2083649356668382,0.40778293259379217
262,c2_1,3.2110555021447995,0.4021473902574849
263,c2_1,3.2130185903593893,0.3965793940132224
264,c2_1,3.2145316823975465,0.39090642977151235
265,c2_1,3.2154417982255166,0.38537750163872453
266,c2_1,3.2175098544375538,0.37935950921802986
267,c2_1,3.218769470406925,0.3739595551008432
268,c2_1,3.219421638203692,0.3691296272508574
269,c2_1,3.220523802176892,0.3644046673983191
270,c2_1,3.2217744742214305,0.3598566935976897
271,c2_1,3.2227236581608754,0.35538073785152124
272,c2_1,3.2233188699965023,0.35120179824803
273,c2_1,3.2229616054805414,0.34703792073785966
274,c2_1,3.2216998766493,0.34309009739107266
275,c2_1,3.2215151262228314,0.33920370196784233
276,c2_1,3.222813810303677,0.3348567202372752
277,c2_1,3.22921378615296,0.32918493554583794
278,c2_1,3.24114104392896,0.32219281985594717
279,c2_1,3.2584185975797664,0.31402888123894124
280,c2_1,3.278132062089476,0.3053892942212776
281,c2_1,3.298472508827526,0.2967061671297231
282,c2_1,3.322282304755361,0.2869818373327264
283,c2_1,3.345537136509316,0.2776025357147144
284,c2_1,3.3673610177546807,0.2684588223158231
285,c2_1,3.3875529564213926,0.2595987091723597
286,c2_1,3.406036462492574,0.25114669833750936
287,c2_1,3.4222565717943447,0.2434478179902566
288,c2_1,3.4373712247107724,0.23601300384269452
289,c2_1,3.451284397169242,0.2284402717546984
290,c2_1,3.4637470850633845,0.22057664169251323
291,c2_1,3.474127834202441,0.21289164388830856
292,c2_1,3.4826756486927826,0.20553825837583922
293,c2_1,3.4893905285344085,0.19851648515510545
294,c2_1,3.494798959920629,0.19180679017036967
295,c2_1,3.4986279327269205,0.18515569735284598
296,c2_1,3.5020069093567794,0.1783996365378746
297,c2_1,3.5045863896688054,0.17140963370985435
298,c2_1,3.5084963244543905,0.1642080486808672
299,c2_1,3.511582756903989,0.15667202560379995
300,c2_1,3.513716713001999,0.14915106462005356
301,c2_1,3.5153241829066992,0.14164963769204458
302,c2_1,3.516112622437829,0.13338778255767697
303,c2_1,3.516302557721188,0.12484397337395303
304,c2_1,3.516114514882576,0.11649668429787513
305,c2_1,3.515576971902563,0.10802042120619593
306,c2_1,3.515264427010766,0.09959664211324054
307,c2_1,3.5143578498336145,0.09046491881265034
314,c2_1,3.507892933231507,0.06651391253223782
322,c2_1,3.497059387981225,0.03138995851369636
323,c2_1,3.48776222789278,0.0026977507371517273
327,c2_1,3.4799143728183894,-0.020816675254077766
331,c2_1,3.474826743175876,-0.03989138785426877
332,c2_1,3.4706753482413575,-0.05504675508824297
333,c2_1,3.467569627974697,-0.067158763290711
334,c2_1,3.4651405481787565,-0.07688287267058386
335,c2_1,3.4631675827277366,-0.08469755738486393
336,c2_1,3.4605977592350174,-0.0905637493220765
337,c2_1,3.4568610514333984,-0.0950888966548252
338,c2_1,3.452588913513637,-0.0987425296152796
339,c2_1,3.447680849440702,-0.10150064218528593
340,c2_1,3.4429737774378295,-0.1043067667915997
341,c2_1,3.435883278574778,-0.10686224108547188
342,c2_1,3.4265053769241627,-0.1087650809267777
343,c2_1,3.4168784711671774,-0.11082090080183851
344,c2_1,3.4067206072544662,-0.11243119646288352
345,c2_1,3.3984001499528866,-0.11479909457394247
346,c2_1,3.394208974012419,-0.11900321974586028
347,c2_1,3.391156204400281,-0.12422289539899461
349,c2_1,3.388034242490027,-0.13240049614192487
350,c2_1,3.391588558965723,-0.14153551185465857
351,c2_1,3.395702311577715,-0.15144154590465542
352,c2_1,3.4016054587645317,-0.16230617447472862
353,c2_1,3.3967209340539517,-0.17208112164725353
354,c2_1,3.3863884431898774,-0.18331667685921196
355,c2_1,3.3786688492366146,-0.19517638854316666
356,c2_1,3.373682182284931,-0.20715777652396164
357,c2_1,3.369809915643424,-0.22025521102100437
358,c2_1,3.375949830599634,-0.2345757728936131
359,c2_1,3.3837758183392928,-0.24717448628344219
360,c2_1,3.390880445984067,-0.2579011969130813
361,c2_1,3.3943013164817457,-0.26626072232613546
362,c2_1,3.3918079830059042,-0.272251416316533
363,c2_1,3.3859128464323227,-0.27647342933811636
364,c2_1,3.3780468572695916,-0.2791623496100062
365,c2_1,3.3687409736734373,-0.2807637013462184
366,c2_1,3.359478630151174,-0.2817380708540897
367,c2_1,3.35124078103496,-0.2824260143501883
368,c2_1,3.343725938219702,-0.28275551378005315
369,c2_1,3.337235589810493,-0.2827985871981453
370,c2_1,3.3320712239124273,-0.28262725265892585
371,c2_1,3.327811322329642,-0.28267197228308977
372,c2_1,3.3246043931334763,-0.2827557600187283
373,c2_1,3.3217994480774355,-0.28293557182698165
374,c2_1,3.3193440031627954,-0.28298640961963367
375,c2_1,3.3168885582481558,-0.2830372474122857
376,c2_1,3.3146821174398857,-0.28293510517118275
377,c2_1,3.3124996826497695,-0.2827324668950486
378,c2_1,3.3102407578427755,-0.2824053265657296
379,c2_1,3.307330844789287,-0.28213514219755065
380,c2_1,3.3039949415775203,-0.2818694297917882
381,c2_1,3.300587020311292,-0.2819052054911193
382,c2_1,3.296805592885509,-0.2821704512410829
383,c2_1,3.293229629492205,-0.28290969918563247
384,c2_1,3.2884326515852056,-0.28431335126392576
385,c2_2,3.2509149268142563,-0.29372916729729426
387,c2_2,3.247112319126664,-0.2967513460669914
388,c2_2,3.2387047816773027,-0.30037320863473216
389,c2_2,3.225965324590695,-0.30434127893173046
589,c2_3,3.362802789503315,-0.32385578676859383
589,c2_4,3.3696320479230204,-0.32506220584476714
590,c2_3,3.360058092820558,-0.32022569317049426
590,c2_4,3.366111860940584,-0.32156555822468524
591,c2_3,3.3561571019598055,-0.31387608845806414
591,c2_4,3.3617848799215526,-0.3152204254746715
592,c2_3,3.3521421991767726,-0.3062245072526448
592,c2_4,3.3574444830152723,-0.3075973222498222
593,c2_3,3.3486448386622167,-0.29774047978640567
593,c2_4,3.3538226204475317,-0.2991897848004606
594,c2_4,3.3509042301250096,-0.2909502894781749
595,c2_4,3.350124734518712,-0.28354041466036434
596,c2_4,3.350455167260175,-0.276820596200523
597,c2_4,3.3520245023649986,-0.27114033424005185
598,c2_4,3.3537512894659933,-0.2661350665442291
599,c2_4,3.354707058229725,-0.26168923498470253
600,c2_4,3.3584856598991633,-0.2587675522500366
601,c2_4,3.364110612104566,-0.2574554522819417
602,c2_4,3.368357097800102,-0.2561327621829423
603,c2_4,3.3690711601762247,-0.2549223378001515
604,c2_4,3.376461500938298,-0.25466932838716416
605,c2_4,3.384480003478985,-0.2593467428591939
607,c2_4,3.4278255649701466,-0.2655579371538397
608,c2_4,3.469491171846348,-0.2716865232631198
609,c2_4,3.4995110083401073,-0.27853882856782974
610,c2_4,3.5191227972645125,-0.2822675257562136
611,c2_4,3.5295805030762457,-0.28295969497605344
611,c2_5,3.544954037335474,-0.276858848131318
612,c2_5,3.538834369329475,-0.27401601451407537
613,c2_5,3.5302849086330617,-0.26889307582802985
614,c2_5,3.5181761928427373,-0.2613264619085218
615,c2_5,3.5036226222686775,-0.2524322192717992
616,c2_5,3.4858967186475103,-0.2421428018258171
617,c2_5,3.4663964825448397,-0.22994231350817043
618,c2_5,3.448088782975294,-0.21675192693353268
619,c2_5,3.433492138983142,-0.20136733588760114
620,c2_5,3.424706377173134,-0.18567113326147033
621,c2_5,3.4194335046268023,-0.17038915111244063
622,c2_5,3.4150740403205835,-0.1561752034433513
623,c2_5,3.4115995062739084,-0.142703796130955
624,c2_5,3.4095363886800865,-0.129994463230989
625,c2_5,3.4090136615547193,-0.11839670488485443
626,c2_5,3.4095003667420802,-0.10746499687853536
627,c2_5,3.409474001623381,-0.09779172529131452
628,c2_5,3.4091880422674072,-0.08964990024771544
629,c2_5,3.408670966654729,-0.08336501587098535
630,c2_5,3.4076408207359905,-0.0783385679133535
631,c2_5,3.406748592757686,-0.07451360041367971
632,c2_5,3.4056927946147217,-0.0718180953175028
633,c2_5,3.4046174624160206,-0.06964907641463561
634,c2_5,3.402187669725606,-0.0673689713458327
635,c2_5,3.3963214777883937,-0.06479914785311361
636,c2_5,3.3878228548846323,-0.06213165408170793
637,c2_5,3.3771658032089085,-0.05916102599913692
638,c2_5,3.3644508187962536,-0.05591126962355422
639,c2_5,3.3495774056116354,-0.05235837893680617
640,c2_5,3.33370962220761,-0.047186961558654344
641,c2_5,3.3151825760625377,-0.039361932952144935
642,c2_5,3.297518100364927,-0.030149493910935965
643,c2_5,3.2791892205335724,-0.01971604035603164
644,c2_5,3.2577030697484313,-0.006934935640279749
645,c2_5,3.233169087969368,0.0073178339016091165
646,c2_5,3.208224178125347,0.02251860783266979
647,c2_5,3.1824948340568135,0.038437916102269765
648,c2_5,3.1590724268315813,0.05423107611261313
649,c2_5,3.1395648930101494,0.06951399157324056
650,c2_5,3.124527196766398,0.08394163430516755
651,c2_5,3.1136053659965093,0.09781102045107115
652,c2_5,3.106272914507174,0.11114168406668873
653,c2_5,3.100275389453815,0.12383477532306086
654,c2_5,3.0962157670466177,0.1357462581112654
655,c2_5,3.0939215331960916,0.14659865034436226
656,c2_5,3.0925887196219866,0.15658400016758128
657,c2_5,3.0916668341128393,0.16562134560162844
658,c2_5,3.0909504126361704,0.17418468884108962
659,c2_5,3.090664453280197,0.18232651388468868
660,c2_5,3.0908329620630712,0.19014731676745694
661,c2_5,3.0908049507383004,0.197590141528254
662,c2_5,3.090604425324037,0.20475548420211115
663,c2_5,3.0902553918384346,0.21174384082405967
664,c2_5,3.0898628182789416,0.21810521521766724
665,c2_5,3.0890007144872786,0.22383513542051747
666,c2_5,3.0869896142363817,0.22920213959471758
667,c2_5,3.0839540195794357,0.23428271775714504
668,c2_5,3.07406516048463,0.2404692189607145
669,c2_5,3.0620463505984326,0.24663336035220207
670,c2_5,3.048275568042813,0.2525786218239616
671,c2_5,3.031872354520645,0.25862155357440775
672,c2_5,3.012004263771109,0.26527969787201733
673,c2_5,2.9912077026881385,0.2720534002979792
674,c2_5,2.970411141605168,0.27882710272394096
675,c2_5,2.9472266816996022,0.28627744562062274
676,c2_5,2.92155382693641,0.2944284350061783
677,c2_5,2.892966587157313,0.30327559891819134
678,c2_5,2.861991448555621,0.3127994033009245
679,c2_5,2.829078407307766,0.3231048161518252
680,c2_5,2.7947059375707504,0.33397131134509395
681,c2_5,2.7606829679751357,0.3449667805539639
682,c2_5,2.730373879713259,0.35550001724942537
683,c2_5,2.704036620816323,0.36487202114867634
684,c2_5,2.6845811043378163,0.37281260788353787
685,c2_5,2.670174395629023,0.3796533897457455
686,c2_5,2.6596630262682934,0.3854574408649275
687,c2_5,2.651487071731435,0.3908098496016056
688,c2_5,2.6464024882623898,0.39531757574048765
689,c2_5,2.6422463751267795,0.39970974375101753
690,c2_5,2.6385402581676014,0.40420687975899494
691,c2_5,2.6353606274017327,0.40868448171123517
692,c2_5,2.6326549988304504,0.4133675476959542
693,c2_5,2.6304233724537536,0.418256077713152
694,c2_5,2.6279622760264245,0.42351811388990435
695,c2_5,2.625826673722343,0.42880862804722697
696,c2_5,2.623916069506477,0.4341516262032735
697,c2_5,2.62243145544889,0.4394990963217362
698,c2_5,2.6213728315495812,0.4448510384026153
699,c2_5,2.619859739511424,0.45052400264432535
700,c2_5,2.6175906912293243,0.45659000710132747
701,c2_5,2.6149676708434075,0.46295302770100677
702,c2_5,2.61063621786196,0.46972415060929906
703,c2_5,2.602586411584358,0.47738349618927833
704,c2_5,2.59009077374723,0.4859986105329893
705,c2_5,2.574752768948658,0.4956113875082514
706,c2_5,2.5592377780981765,0.5053726725548521
707,c2_5,2.542689348916814,0.515699511906237
708,c2_5,2.5235520288427935,0.5267510037646495
709,c2_5,2.500294371332494,0.5387867423673637
710,c2_5,2.4730693564196695,0.5515577236080099
711,c2_5,2.440341065598283,0.565749531882141
712,c2_5,2.4055308360218115,0.5801199724142527
713,c2_5,2.370524086337694,0.5941124348243931
714,c2_5,2.338842649734439,0.6064607183189045
715,c2_5,2.3123434668789153,0.6169337066410822
716,c2_5,2.2909260417360917,0.6255554058090802
717,c2_5,2.274063888112659,0.6323453498786359
718,c2_5,2.2599960894143623,0.637936639246578
719,c2_5,2.2486461556243245,0.6424537759660917
720,c2_5,2.2396361086205747,0.6460932801448229
721,c2_5,2.2317840020008917,0.6492437200356472
722,c2_5,2.224965333712091,0.6518286056216872
723,c2_5,2.2196300999306047,0.6539529049003906
724,c2_5,2.2153042984618465,0.6554111538392783
725,c2_5,2.210878000958057,0.6568934087963197
726,c2_5,2.206456175416684,0.6579496735950827
727,c2_5,2.2011058795418768,0.6591214965221978
728,c2_5,2.195607075595731,0.660116333397404
729,c2_5,2.189332781349905,0.6609777242945928
730,c2_5,2.1829864690496183,0.6615376270866878
731,c2_5,2.1757356924340514,0.6623135840421662
732,c2_5,2.1673074413786795,0.6630521190922417
733,c2_5,2.1553182890233247,0.6640038825493559
734,c2_5,2.141524679999824,0.6649617641749583
735,c2_5,2.128008553063264,0.6657471317110683
736,c2_5,2.1151958983719226,0.6663644571201025
737,c2_5,2.0988898884726424,0.6679224891995474
738,c2_5,2.0802199857689203,0.6702576577847437
739,c2_5,2.060267640627947,0.6730054006409691
740,c2_5,2.04056877155576,0.6754801333726712
741,c2_5,2.0197644460982294,0.678218932304064
742,c2_5,1.9928253905413789,0.6828480885011111
743,c2_5,1.9586461484998656,0.6896316681635035
744,c2_5,1.9234619461080404,0.6966553080074327
745,c2_5,1.8879762556111217,0.7037509659058233
746,c2_5,1.8548544579186441,0.7100694872984624
747,c2_5,1.8240965530306088,0.7156108721853502
748,c2_5,1.7982434198033643,0.719449475989397
749,c2_5,1.7773626043289563,0.7223127769739746
750,c2_5,1.7613340765166154,0.7236982949639272
751,c2_5,1.748674401859029,0.7240666162665916
752,c2_5,1.7389771242536542,0.7239397551128608
753,c2_5,1.732797207874372,0.7229726833237506
754,c2_5,1.7284022141074975,0.7214730071728426
755,c2_5,1.725639162919276,0.7196897307665062
756,c2_5,1.7231535938179943,0.7177339402706777
757,c2_5,1.7203140526128955,0.7160751659175264
758,c2_5,1.7185274837944156,0.7143773234529006
759,c2_5,1.717468393239308,0.7126119348962299
760,c2_5,1.7164573147205076,0.7110475384096219
761,c2_5,1.7151162701160434,0.709880654100722
762,c2_5,1.7136222454778247,0.7089627738981921
763,c2_5,1.710845778402354,0.7084574679666914
764,c2_5,1.7065333928208455,0.7086377464307436
765,c2_5,1.700910086821514,0.7095560932890725
766,c2_5,1.6944588065237798,0.7105659922575998
767,c2_5,1.6877060381209525,0.7116479092805881
768,c2_5,1.6804792675235385,0.7125243622710978
769,c2_5,1.672959952745864,0.7126208529995114
770,c2_5,1.664009687459599,0.7129529319470458
771,c2_5,1.6515135829666718,0.7144507156532068
772,c2_5,1.6375100379482759,0.7163085896316737
773,c2_5,1.621190612161747,0.7191445921859543
774,c2_5,1.602918221635734,0.721809726856814
775,c2_5,1.5795880794151738,0.726426646716885
776,c2_5,1.5539241685768146,0.7337256557858836
777,c2_5,1.5237965383292629,0.7436843942517279
778,c2_5,1.492493079847979,0.7558361576385932
779,c2_5,1.4603376410501383,0.7679789771006258
780,c2_5,1.4329836521217123,0.7810994584826729
781,c2_5,1.4097695346853039,0.7937621793137282
782,c2_5,1.3890722900870918,0.8053987595326622
783,c2_5,1.3703503700404451,0.8150762568436243
784,c2_5,1.3539337406310277,0.8223971590689061
785,c2_5,1.340641432232411,0.8281218944148658
786,c2_5,1.3301764287019169,0.8318964907776865
787,c2_5,1.3219748219408332,0.8349179566529097
788,c2_5,1.3150121175431102,0.8368998660287623
789,c2_5,1.3090108334218082,0.8380147329947372
790,c2_5,1.3033903531788216,0.8362766428683639
791,c2_5,1.2986637471202118,0.8329440320687405
792,c2_5,1.294396081162866,0.8288644089500077
793,c2_5,1.2910613575013725,0.824243237544644
794,c2_5,1.2887120601344528,0.8188555197644338
795,c2_5,1.285587272467854,0.8133343560062058
796,c2_5,1.2821805307518988,0.8084116964957486
797,c2_5,1.2790708051786206,0.8038430090891089
798,c2_5,1.2740756609579038,0.7998309320624206
799,c2_5,1.2675445982311486,0.7965044394312852
800,c2_5,1.2590756328582304,0.7939595552683179
801,c2_5,1.2466437820452043,0.7917239235850035
802,c2_5,1.2314985382863357,0.7901364543918394
803,c2_5,1.2160758124405278,0.7887214992881675
804,c2_5,1.2003951385635165,0.7880055444672978
805,c2_5,1.191060776986792,0.7867296868543328
806,c2_5,1.178353090292898,0.7868970160869346
807,c2_5,1.1610750699862926,0.7879436240663908
808,c2_5,1.1396962462991445,0.7905009649834585
809,c2_5,1.117886960491302,0.7934798240963883
810,c2_5,1.0950727143331478,0.7966987433908552
811,c2_5,1.0735409106122447,0.7995050884142927
812,c2_5,1.0506546463996287,0.8024225196036658
813,c2_5,1.0290268186061118,0.8048268804869785
814,c2_5,1.009585897565127,0.8066026129358785
815,c2_5,0.9927009174738135,0.8084051771592768
816,c2_5,0.9778738701194309,0.8099286130896637
817,c2_5,0.9646262813449784,0.8113934468528383
818,c2_5,0.9536616233956723,0.8126316363217252
819,c2_5,0.9456788965543166,0.8139011295275269
820,c2_5,0.9398021144861994,0.8150924865103792
821,c2_5,0.9352033028929179,0.8162972593804807
822,c2_5,0.9314804776343468,0.8176114722104464
823,c2_5,0.9286816507467943,0.8192361170703382
824,c2_5,0.9264288441082882,0.8213677140678026
825,c2_5,0.9246020276280613,0.8235037830276832
826,c2_5,0.922928191181589,0.8253908478811942
827,c2_5,0.9212588266975335,0.8268519225764266
828,c2_5,0.9198429382822635,0.8280399871471353
829,c2_5,0.9185995639564863,0.8295055338047841
830,c2_5,0.9178782038616022,0.831377536564974
831,c2_5,0.9170998878055778,0.8339005275716587
832,c2_5,0.915642105522489,0.8366920567404503
833,c2_5,0.9118969204518361,0.8401362203618084
834,c2_5,0.9051368543302476,0.8443005645277777
835,c2_5,0.8951865673118857,0.8515640441361203
836,c2_5,0.881404015075089,0.8610177229091391
837,c2_5,0.8655395240832071,0.8706500339401384
838,c2_5,0.8490285168072473,0.879799398851719
839,c2_5,0.8331729697401982,0.8885797295661613
840,c2_5,0.8188773471973407,0.8967749719200819
841,c2_5,0.8067971093875865,0.9040160917163427
842,c2_5,0.7966067621876873,0.9102746109743731
843,c2_5,0.7883587895963675,0.9153255316059576
844,c2_5,0.7821012036499351,0.9193698456811583
845,c2_5,0.7771545381213238,0.9226760913620824
846,c2_5,0.7734903150299655,0.925569762771977
847,c2_5,0.7704815521475172,0.9280943999847333
848,c2_5,0.7681762615102881,0.9304509950704136
849,c2_5,0.766019478944397,0.9329845762080029
850,c2_5,0.7641597125211832,0.9358721294494095
851,c2_5,0.7636259286091125,0.9389740906481274
852,c2_5,0.7638676349967213,0.9422094978248632
853,c2_5,0.7643583454907001,0.9455978850353539
854,c2_5,0.7652270341066498,0.9487897521381987
855,c2_5,0.7662531747187709,0.9513066249763953
856,c2_5,0.7671548132777066,0.9537470077977142
857,c2_5,0.7676349336407808,0.9557569284983383
858,c2_5,0.7680235018936568,0.956938874900559
859,c2_5,0.7682440280194562,0.9574173490575613
860,c2_5,0.7687945202309199,0.9574983110368551
861,c2_5,0.769550476474862,0.957105270821563
862,c2_5,0.7705839148057438,0.9565397165167786
863,c2_5,0.7715978190808888,0.9554476760186847
864,c2_5,0.7727406973716353,0.9540061353791895
865,c2_5,0.7736105655378576,0.9523111186709083
866,c2_5,0.7749829138792363,0.9504960718718585
867,c2_5,0.7763357281648773,0.948154538879499
868,c2_5,0.7777125484686724,0.9459135019221707
869,c2_5,0.7793428448412536,0.9433994548403191
870,c2_5,0.781657079403316,0.9401908794380816
871,c2_5,0.7846792581730129,0.9363882717504897
872,c2_5,0.7873324027455721,0.9319302038539867
873,c2_5,0.7903155134037938,0.9270746237797756
874,c2_5,0.7920491315677514,0.9218801336950677
875,c2_5,0.7917114011075275,0.9182427423782071
876,c2_5,0.7908142345110072,0.9153763693986097
877,c2_5,0.7901554818899532,0.9112845099429006
878,c2_5,0.789487785344066,0.9080446308037484
879,c2_5,0.7871446061456346,0.9044613696916834
880,c2_5,0.7842252825115144,0.8984662037388693
881,c2_5,0.7816839369993658,0.8922745176784095
882,c2_5,0.778157165192642,0.8868493779927964
883,c2_5,0.7744969474079006,0.8821997286068628
884,c2_5,0.7702203375257226,0.8789720858046868
885,c2_5,0.766384779895144,0.8767013913165156
886,c2_5,0.7619373021295459,0.8754267132538236
887,c2_5,0.7568298921926204,0.8749470595465485
888,c2_5,0.7518709903270331,0.8746443918911819
889,c2_5,0.7463615962499826,0.8742607622565217
890,c2_5,0.7414791844012729,0.8738335925479701
891,c2_5,0.7370227627108421,0.8734108948018353
892,c2_5,0.7327148490917494,0.8731651831076088
893,c2_5,0.7280289573506855,0.8731159915210285
894,c2_5,0.7231420735395595,0.8731148119707557
895,c2_5,0.7185041938348036,0.8732666124542379
896,c2_5,0.7143403163246331,0.8736238769701987
897,c2_5,0.711229411201082,0.873942073374685
898,c2_5,0.7093199865354891,0.8743981877196054
899,c2_5,0.7087890283797633,0.8748437119336212
900,c2_5,0.7097655107495053,0.8749291458753314
901,c2_5,0.7112444732944034,0.8748945497262732
902,c2_5,0.7126994298211473,0.8747594575421838
903,c2_5,0.7140538903128602,0.8746483713762481
