frame,id,x,y,cam_id
11,1,-0.3081000000000056,3.1035999999999895,2
11,2,1.5248999999999944,3.4553999999999903,2
12,1,-0.3111000000000057,3.1073999999999895,2
12,2,1.5245999999999942,3.45499999999999,2
13,1,-0.31750000000000567,3.1140999999999894,2
13,2,1.5243999999999942,3.45469999999999,2
14,1,-0.3241000000000056,3.1202999999999896,2
14,2,1.5242999999999944,3.45449999999999,2
15,1,-0.3301000000000056,3.1300999999999894,2
15,2,1.5241999999999942,3.45439999999999,2
16,1,-0.3382000000000056,3.1485999999999894,2
16,2,1.5241999999999942,3.45429999999999,2
17,1,-0.3483000000000056,3.1713999999999896,2
17,2,1.5240999999999945,3.45419999999999,2
18,1,-0.3623000000000056,3.1955999999999896,2
18,2,1.5240999999999945,3.45399999999999,2
19,1,-0.3738000000000057,3.2194999999999894,2
19,2,1.5239999999999942,3.45379999999999,2
20,1,-0.38210000000000566,3.2428999999999895,2
20,2,1.5239999999999942,3.45379999999999,2
21,1,-0.38730000000000553,3.2645999999999895,2
21,2,1.5238999999999945,3.45379999999999,2
22,1,-0.38950000000000573,3.2849999999999895,2
22,2,1.5237999999999943,3.45379999999999,2
23,1,-0.38750000000000573,3.3054999999999897,2
23,2,1.5236999999999945,3.45389999999999,2
24,1,-0.3816000000000057,3.3266999999999896,2
24,2,1.5235999999999943,3.4536999999999902,2
24,3,1.0746999999999933,6.599299999999991,2
25,1,-0.3738000000000057,3.34869999999999,2
25,2,1.5232999999999945,3.45329999999999,2
25,3,1.0744999999999933,6.59989999999999,2
26,1,-0.3638000000000057,3.3731999999999895,2
26,2,1.5230999999999946,3.45289999999999,2
26,3,1.0739999999999936,6.6012999999999895,2
27,1,-0.35320000000000573,3.3990999999999896,2
27,2,1.5228999999999941,3.45269999999999,2
27,3,1.0735999999999937,6.60229999999999,2
28,1,-0.3393000000000057,3.4288999999999894,2
28,2,1.5226999999999942,3.45229999999999,2
29,1,-0.32560000000000566,3.4588999999999896,2
29,2,1.5223999999999944,3.45199999999999,2
30,1,-0.3110000000000057,3.4910999999999897,2
30,2,1.5220999999999942,3.4513999999999903,2
30,3,1.0730999999999935,6.60229999999999,2
31,1,-0.29760000000000564,3.5232999999999897,2
31,2,1.5216999999999943,3.45089999999999,2
31,3,1.0725999999999933,6.60329999999999,2
32,1,-0.2860000000000056,3.5534999999999894,2
32,2,1.5212999999999943,3.45039999999999,2
32,3,1.0723999999999934,6.6035999999999895,2
33,1,-0.27610000000000556,3.5818999999999894,2
34,1,-0.27050000000000574,3.6142999999999894,2
34,2,1.5214999999999943,3.45069999999999,2
35,1,-0.33050000000000557,3.7042999999999897,2
35,2,1.5217999999999945,3.45099999999999,2
35,3,1.0723999999999934,6.60559999999999,2
36,1,-0.40570000000000594,3.80999999999999,2
36,2,1.5219999999999945,3.45129999999999,2
36,3,1.0723999999999934,6.60809999999999,2
37,1,-0.41190000000000593,3.8578999999999897,2
37,3,1.0718999999999936,6.6122999999999905,2
38,1,-0.4088000000000058,3.8972999999999898,2
38,3,1.0714999999999937,6.61479999999999,2
38,2,1.5212999999999943,3.45029999999999,2
39,1,-0.40240000000000586,3.9297999999999895,2
39,3,1.0708999999999933,6.61519999999999,2
39,2,1.5205999999999942,3.44909999999999,2
40,1,-0.39720000000000577,3.9605999999999897,2
41,1,-0.39540000000000575,3.9942999999999897,2
41,2,1.5196999999999945,3.4475999999999902,2
42,1,-0.39340000000000575,4.02789999999999,2
42,3,1.0704999999999933,6.61329999999999,2
43,1,-0.3898000000000059,4.0566999999999895,2
43,3,1.0702999999999934,6.61249999999999,2
43,2,1.5189999999999944,3.44639999999999,2
44,1,-0.3840000000000059,4.08869999999999,2
44,3,1.0700999999999934,6.61279999999999,2
45,1,-0.37450000000000583,4.12259999999999,2
45,2,1.5187999999999944,3.44599999999999,2
46,1,-0.3640000000000059,4.15519999999999,2
46,2,1.5185999999999944,3.44579999999999,2
46,3,1.0693999999999937,6.61419999999999,2
47,1,-0.3544000000000058,4.18699999999999,2
47,2,1.5181999999999944,3.44559999999999,2
47,3,1.0687999999999933,6.61489999999999,2
48,1,-0.34520000000000595,4.2205999999999895,2
48,2,1.5177999999999945,3.44499999999999,2
48,3,1.0682999999999936,6.61519999999999,2
49,1,-0.33690000000000575,4.25139999999999,2
49,2,1.5173999999999945,3.44419999999999,2
49,3,1.0680999999999936,6.61539999999999,2
50,1,-0.3305000000000058,4.283499999999989,2
50,2,1.5172999999999943,3.44419999999999,2
50,3,1.0681999999999934,6.61549999999999,2
51,1,-0.32870000000000577,4.31949999999999,2
51,3,1.0682999999999936,6.61519999999999,2
52,1,-0.3385000000000058,4.368199999999989,2
52,3,1.0684999999999936,6.61539999999999,2
52,2,1.5174999999999943,3.44459999999999,2
53,1,-0.3536000000000059,4.42479999999999,2
53,3,1.0682999999999936,6.61599999999999,2
53,2,1.5175999999999945,3.44459999999999,2
54,1,-0.3617000000000059,4.473699999999989,2
54,3,1.0683999999999934,6.61639999999999,2
54,2,1.5175999999999945,3.44449999999999,2
55,1,-0.3726000000000058,4.52719999999999,2
55,3,1.0683999999999934,6.61639999999999,2
55,2,1.5175999999999945,3.44449999999999,2
56,1,-0.3778000000000059,4.5726999999999896,2
56,3,1.0689999999999933,6.6149999999999896,2
56,2,1.5175999999999945,3.44439999999999,2
57,1,-0.3819000000000059,4.616199999999989,2
57,3,1.0697999999999936,6.61239999999999,2
57,2,1.5174999999999943,3.44429999999999,2
58,1,-0.38250000000000584,4.65459999999999,2
58,3,1.0710999999999933,6.60809999999999,2
58,2,1.5174999999999943,3.44419999999999,2
59,1,-0.38150000000000617,4.68929999999999,2
59,3,1.0729999999999933,6.602099999999989,2
59,2,1.5176999999999943,3.44439999999999,2
60,1,-0.3781000000000061,4.71899999999999,2
60,3,1.0759999999999934,6.592399999999991,2
60,2,1.5179999999999945,3.44479999999999,2
61,1,-0.371100000000006,4.74659999999999,2
61,3,1.0803999999999934,6.57459999999999,2
61,2,1.5182999999999942,3.4452999999999903,2
62,1,-0.362800000000006,4.772099999999989,2
62,2,1.5186999999999942,3.44569999999999,2
63,1,-0.3532000000000062,4.79699999999999,2
63,2,1.5187999999999944,3.44589999999999,2
64,1,-0.34350000000000613,4.820499999999989,2
64,2,1.5190999999999946,3.44639999999999,2
64,3,1.0923999999999934,6.52369999999999,2
65,1,-0.33420000000000605,4.84269999999999,2
65,2,1.5192999999999945,3.44679999999999,2
65,3,1.0931999999999933,6.51919999999999,2
66,1,-0.32710000000000616,4.86369999999999,2
66,2,1.5193999999999943,3.44699999999999,2
66,3,1.0905999999999936,6.52799999999999,2
67,1,-0.32280000000000597,4.884199999999989,2
67,2,1.5192999999999945,3.44719999999999,2
67,3,1.0873999999999935,6.53809999999999,2
68,1,-0.3256000000000061,4.91139999999999,2
68,2,1.5190999999999946,3.44699999999999,2
68,3,1.0957999999999934,6.49829999999999,2
69,1,-0.33540000000000614,4.944399999999989,2
69,2,1.5187999999999944,3.44679999999999,2
69,3,1.1071999999999935,6.44439999999999,2
70,1,-0.352600000000006,4.983599999999989,2
70,2,1.5183999999999944,3.44649999999999,2
70,3,1.1179999999999937,6.39099999999999,2
71,1,-0.37170000000000614,5.02229999999999,2
71,3,1.1287999999999934,6.33589999999999,2
72,1,-0.39780000000000615,5.06829999999999,2
72,3,1.1380999999999935,6.28659999999999,2
73,1,-0.42480000000000606,5.11379999999999,2
