frame,id,Xs,Ys
173,3,-0.3344,2.8267
174,3,-0.3298,2.8218
175,3,-0.3225,2.8197
176,3,-0.3139,2.8190
177,3,-0.3038,2.8172
178,3,-0.2903,2.8148
179,3,-0.2753,2.8090
180,3,-0.2608,2.8038
181,3,-0.2464,2.7950
182,3,-0.2321,2.7866
183,3,-0.2175,2.7718
184,3,-0.2027,2.7556
185,3,-0.1870,2.7331
186,3,-0.1697,2.7029
187,3,-0.1505,2.6723
188,3,-0.1301,2.6379
189,3,-0.1090,2.6011
190,3,-0.0883,2.5619
191,3,-0.0698,2.5266
192,3,-0.0527,2.4936
193,3,-0.0369,2.4661
194,3,-0.0228,2.4432
195,3,-0.0107,2.4249
196,3,0.0001,2.4106
197,3,0.0101,2.4011
198,3,0.0184,2.3978
199,3,0.0265,2.3985
200,3,0.0372,2.3966
201,3,0.0487,2.3918
202,3,0.0609,2.3773
203,3,0.0746,2.3495
204,3,0.0896,2.3112
205,3,0.1061,2.2694
206,3,0.1222,2.2296
207,3,0.1378,2.1927
208,3,0.1530,2.1572
209,3,0.1695,2.1241
210,3,0.1861,2.0953
211,3,0.2021,2.0718
212,3,0.2173,2.0534
213,3,0.2311,2.0381
214,3,0.2440,2.0266
215,3,0.2563,2.0189
216,3,0.2681,2.0128
217,3,0.2798,2.0037
218,3,0.2914,1.9854
219,3,0.3028,1.9605
220,3,0.3148,1.9193
221,3,0.3267,1.8730
222,3,0.3392,1.8278
223,3,0.3516,1.7855
224,3,0.3639,1.7405
225,3,0.3757,1.6952
226,3,0.3867,1.6557
227,3,0.3972,1.6232
228,3,0.4071,1.5971
229,3,0.4167,1.5763
230,3,0.4266,1.5600
231,3,0.4365,1.5469
232,3,0.4459,1.5358
233,3,0.4554,1.5267
234,3,0.4655,1.5208
235,3,0.4767,1.5172
236,3,0.4891,1.5103
237,3,0.5034,1.4915
238,3,0.5231,1.4597
239,3,0.5439,1.4222
240,3,0.5633,1.3847
241,3,0.5814,1.3502
242,3,0.5984,1.3214
243,3,0.6151,1.2977
244,3,0.6318,1.2784
245,3,0.6486,1.2635
246,3,0.6656,1.2521
247,3,0.6826,1.2425
248,3,0.7005,1.2347
249,3,0.7185,1.2278
250,3,0.7362,1.2195
251,3,0.7523,1.2050
252,3,0.7664,1.1795
253,3,0.7788,1.1446
254,3,0.7909,1.1091
255,3,0.8018,1.0673
256,3,0.8114,1.0250
257,3,0.8205,0.9853
258,3,0.8289,0.9457
259,3,0.8363,0.9033
260,3,0.8437,0.8636
261,3,0.8518,0.8306
262,3,0.8598,0.8041
263,3,0.8673,0.7829
264,3,0.8747,0.7660
265,3,0.8826,0.7528
266,3,0.8908,0.7426
267,3,0.9013,0.7349
268,3,0.9123,0.7286
269,3,0.9240,0.7239
270,3,0.9364,0.7201
271,3,0.9488,0.7182
272,3,0.9601,0.7120
273,3,0.9692,0.6964
274,3,0.9761,0.6707
275,3,0.9813,0.6363
276,3,0.9855,0.5966
277,3,0.9900,0.5567
278,3,0.9948,0.5167
279,3,1.0012,0.4810
280,3,1.0091,0.4498
281,3,1.0189,0.4233
282,3,1.0309,0.4005
283,3,1.0442,0.3815
284,3,1.0586,0.3665
285,3,1.0714,0.3547
286,3,1.0825,0.3455
287,3,1.0925,0.3386
288,3,1.1013,0.3323
289,3,1.1096,0.3271
290,3,1.1178,0.3230
291,3,1.1258,0.3199
292,3,1.1337,0.3172
293,3,1.1416,0.3148
294,3,1.1494,0.3132
295,3,1.1563,0.3120
296,3,1.1628,0.3109
297,3,1.1691,0.3108
298,3,1.1748,0.3114
299,3,1.1795,0.3107
300,3,1.1833,0.3099
301,3,1.1862,0.3091
302,3,1.1888,0.3084
303,3,1.1907,0.3078
304,3,1.1927,0.3078
305,3,1.1946,0.3077
306,3,1.1948,0.3083
307,3,1.1952,0.3088
308,3,1.1966,0.3091
309,3,1.1992,0.3100
310,3,1.2012,0.3119
311,3,1.2034,0.3148
312,3,1.2032,0.3176
313,3,1.2024,0.3196
314,3,1.2015,0.3204
315,3,1.2003,0.3200
316,3,1.1996,0.3191
317,3,1.1989,0.3177
318,3,1.1982,0.3158
319,3,1.1979,0.3113
320,3,1.1976,0.3098
321,3,1.1971,0.3072
322,3,1.1951,0.3028
323,3,1.1915,0.2949
324,3,1.1870,0.2819
325,3,1.1840,0.2724
326,3,1.1843,0.2727
327,3,1.1847,0.2750
328,3,1.1857,0.2805
329,3,1.1871,0.2876
330,3,1.1888,0.2942
331,3,1.1902,0.2988
332,3,1.1922,0.3032
333,3,1.1936,0.3071
334,3,1.1944,0.3099
335,3,1.1952,0.3124
336,3,1.1964,0.3148
337,3,1.1978,0.3172
337,4,-0.6450,3.1926
338,3,1.1989,0.3194
338,4,-0.6438,3.1986
339,3,1.2006,0.3211
339,4,-0.6410,3.2058
340,3,1.2031,0.3225
340,4,-0.6387,3.2151
341,3,1.2048,0.3238
341,4,-0.6371,3.2236
342,3,1.2057,0.3252
342,4,-0.6361,3.2334
343,3,1.2063,0.3266
343,4,-0.6343,3.2414
344,3,1.2069,0.3273
344,4,-0.6280,3.2440
345,3,1.2079,0.3256
345,4,-0.6199,3.2424
346,3,1.2073,0.3219
346,4,-0.6077,3.2382
347,3,1.2069,0.3200
347,4,-0.5939,3.2363
348,3,1.2075,0.3205
348,4,-0.5799,3.2426
349,3,1.2084,0.3218
349,4,-0.5624,3.2494
350,3,1.2090,0.3244
350,4,-0.5416,3.2555
351,3,1.2092,0.3271
351,4,-0.5180,3.2629
352,3,1.2089,0.3296
352,4,-0.4937,3.2703
353,3,1.2085,0.3318
353,4,-0.4689,3.2768
354,3,1.2081,0.3341
354,4,-0.4451,3.2807
355,3,1.2076,0.3361
355,4,-0.4212,3.2844
356,3,1.2071,0.3381
356,4,-0.3986,3.2890
357,3,1.2067,0.3401
357,4,-0.3783,3.2981
358,3,1.2062,0.3416
358,4,-0.3615,3.3095
359,3,1.2058,0.3429
359,4,-0.3470,3.3218
360,3,1.2055,0.3439
360,4,-0.3332,3.3332
361,3,1.2055,0.3449
361,4,-0.3211,3.3417
362,3,1.2056,0.3457
362,4,-0.3111,3.3484
363,3,1.2058,0.3465
363,4,-0.3029,3.3498
364,3,1.2060,0.3472
364,4,-0.2920,3.3377
365,3,1.2061,0.3477
365,4,-0.2807,3.3294
366,3,1.2062,0.3480
366,4,-0.2654,3.3009
367,3,1.2064,0.3481
367,4,-0.2473,3.2626
368,3,1.2064,0.3481
368,4,-0.2300,3.2321
369,3,1.2064,0.3482
369,4,-0.2131,3.2100
370,3,1.2062,0.3483
370,4,-0.1962,3.1901
371,3,1.2061,0.3486
371,4,-0.1768,3.1647
372,3,1.2060,0.3489
372,4,-0.1587,3.1412
373,3,1.2060,0.3491
373,4,-0.1439,3.1180
374,3,1.2060,0.3491
374,4,-0.1313,3.0959
375,3,1.2060,0.3490
375,4,-0.1199,3.0770
376,3,1.2060,0.3490
376,4,-0.1099,3.0614
377,3,1.2065,0.3498
377,4,-0.1021,3.0464
378,3,1.2071,0.3506
378,4,-0.0955,3.0337
379,3,1.2074,0.3511
379,4,-0.0897,3.0221
380,3,1.2076,0.3515
380,4,-0.0837,3.0111
381,3,1.2077,0.3518
381,4,-0.0778,3.0015
382,3,1.2078,0.3520
382,4,-0.0708,2.9926
383,3,1.2077,0.3515
383,4,-0.0632,2.9823
384,3,1.2077,0.3511
384,4,-0.0529,2.9610
385,3,1.2076,0.3508
385,4,-0.0421,2.9351
386,3,1.2076,0.3506
386,4,-0.0296,2.8951
387,3,1.2078,0.3506
387,4,-0.0183,2.8513
388,3,1.2081,0.3512
388,4,-0.0085,2.8050
389,3,1.2086,0.3517
389,4,0.0001,2.7591
390,3,1.2090,0.3515
390,4,0.0075,2.7197
391,3,1.2093,0.3517
391,4,0.0140,2.6883
392,3,1.2096,0.3526
392,4,0.0192,2.6650
393,3,1.2099,0.3536
393,4,0.0238,2.6491
394,3,1.2102,0.3548
394,4,0.0285,2.6370
395,3,1.2107,0.3556
395,4,0.0330,2.6306
396,3,1.2110,0.3561
396,4,0.0378,2.6216
397,3,1.2112,0.3563
397,4,0.0427,2.6111
398,3,1.2112,0.3559
398,4,0.0475,2.6007
399,3,1.2111,0.3557
399,4,0.0522,2.5886
400,3,1.2114,0.3564
400,4,0.0563,2.5776
401,3,1.2120,0.3579
401,4,0.0622,2.5519
402,3,1.2126,0.3597
402,4,0.0679,2.5212
403,3,1.2130,0.3614
403,4,0.0733,2.4852
404,3,1.2134,0.3628
404,4,0.0783,2.4475
405,3,1.2137,0.3639
405,4,0.0830,2.4033
406,3,1.2140,0.3648
406,4,0.0878,2.3556
407,3,1.2145,0.3655
407,4,0.0913,2.3110
408,3,1.2148,0.3662
408,4,0.0930,2.2741
409,3,1.2149,0.3670
409,4,0.0931,2.2445
410,3,1.2150,0.3675
410,4,0.0918,2.2223
411,3,1.2151,0.3679
411,4,0.0901,2.2044
412,3,1.2151,0.3683
412,4,0.0881,2.1884
413,3,1.2152,0.3687
413,4,0.0863,2.1727
414,3,1.2149,0.3685
414,4,0.0841,2.1622
415,3,1.2146,0.3686
415,4,0.0818,2.1502
416,3,1.2142,0.3691
416,4,0.0800,2.1354
417,3,1.2138,0.3696
417,4,0.0795,2.1105
418,3,1.2135,0.3701
418,4,0.0811,2.0770
419,3,1.2132,0.3705
419,4,0.0849,2.0299
420,3,1.2130,0.3707
420,4,0.0890,1.9840
421,3,1.2129,0.3711
421,4,0.0932,1.9429
422,3,1.2128,0.3716
422,4,0.0966,1.9056
423,3,1.2128,0.3722
423,4,0.1010,1.8649
424,3,1.2129,0.3726
424,4,0.1052,1.8286
425,3,1.2130,0.3729
425,4,0.1087,1.7981
426,3,1.2132,0.3732
426,4,0.1112,1.7723
427,3,1.2132,0.3734
427,4,0.1131,1.7492
428,3,1.2133,0.3736
428,4,0.1146,1.7297
429,3,1.2134,0.3737
429,4,0.1157,1.7141
430,3,1.2134,0.3737
430,4,0.1163,1.7008
431,3,1.2135,0.3737
431,4,0.1164,1.6887
432,3,1.2135,0.3735
432,4,0.1162,1.6758
433,3,1.2136,0.3737
433,4,0.1151,1.6649
434,3,1.2137,0.3740
434,4,0.1140,1.6529
435,3,1.2139,0.3742
435,4,0.1127,1.6401
436,3,1.2141,0.3742
436,4,0.1126,1.6136
437,3,1.2144,0.3743
437,4,0.1124,1.5793
438,3,1.2147,0.3747
438,4,0.1127,1.5361
439,3,1.2150,0.3752
439,4,0.1136,1.4863
440,3,1.2152,0.3756
440,4,0.1128,1.4479
441,3,1.2154,0.3761
441,4,0.1132,1.4030
442,3,1.2155,0.3766
442,4,0.1116,1.3649
443,3,1.2156,0.3772
443,4,0.1077,1.3373
444,3,1.2158,0.3779
444,4,0.1028,1.3158
445,3,1.2162,0.3788
445,4,0.0969,1.2975
446,3,1.2166,0.3799
446,4,0.0911,1.2831
447,3,1.2171,0.3809
447,4,0.0854,1.2726
448,3,1.2175,0.3817
448,4,0.0798,1.2648
449,3,1.2179,0.3824
449,4,0.0746,1.2576
450,3,1.2183,0.3830
450,4,0.0692,1.2512
451,3,1.2186,0.3835
451,4,0.0656,1.2388
452,3,1.2189,0.3840
452,4,0.0663,1.2099
453,3,1.2192,0.3845
453,4,0.0700,1.1696
454,3,1.2193,0.3849
454,4,0.0751,1.1245
455,3,1.2194,0.3853
455,4,0.0802,1.0823
456,3,1.2196,0.3857
456,4,0.0864,1.0381
457,3,1.2197,0.3860
457,4,0.0928,0.9973
458,3,1.2200,0.3865
458,4,0.0992,0.9602
459,3,1.2204,0.3872
459,4,0.1052,0.9280
460,3,1.2227,0.3881
460,4,0.1099,0.9034
461,3,1.2254,0.3888
461,4,0.1135,0.8873
462,3,1.2265,0.3895
462,4,0.1163,0.8761
463,3,1.2273,0.3903
463,4,0.1181,0.8678
464,3,1.2307,0.3906
464,4,0.1198,0.8618
465,3,1.2342,0.3907
465,4,0.1206,0.8586
466,3,1.2383,0.3907
466,4,0.1191,0.8579
467,3,1.2409,0.3911
467,4,0.1147,0.8578
468,3,1.2415,0.3916
468,4,0.1088,0.8581
469,3,1.2413,0.3922
469,4,0.1080,0.8520
470,3,1.2413,0.3923
470,4,0.1088,0.8378
471,3,1.2427,0.3925
471,4,0.1086,0.8148
472,3,1.2430,0.3929
472,4,0.1091,0.7851
473,3,1.2436,0.3934
473,4,0.1110,0.7528
474,3,1.2482,0.3934
474,4,0.1143,0.7179
475,3,1.2535,0.3935
