frame,id,Xs,Ys
162,2,0.1120,1.0683
163,1,3.6296,0.4748
163,2,0.1190,1.0600
164,1,3.6419,0.4736
164,2,0.1271,1.0515
165,1,3.6593,0.4705
165,2,0.1365,1.0422
166,1,3.6817,0.4663
166,2,0.1482,1.0325
167,1,3.7140,0.4608
167,2,0.1632,1.0229
168,1,3.7551,0.4554
168,2,0.1806,1.0152
169,1,3.7974,0.4503
169,2,0.1999,1.0066
170,1,3.8329,0.4459
170,2,0.2192,0.9991
171,1,3.8719,0.4418
171,2,0.2361,0.9911
172,1,3.9085,0.4385
172,2,0.2500,0.9824
173,1,3.9353,0.4359
173,2,0.2626,0.9722
174,1,3.9465,0.4337
174,2,0.2737,0.9627
175,1,3.9524,0.4317
175,2,0.2830,0.9527
176,1,3.9594,0.4302
176,2,0.2911,0.9440
177,1,3.9722,0.4289
177,2,0.2980,0.9357
178,1,3.9888,0.4274
178,2,0.3048,0.9257
179,1,4.0050,0.4253
179,2,0.3107,0.9173
180,1,4.0194,0.4231
180,2,0.3168,0.9096
181,1,4.0399,0.4197
181,2,0.3249,0.9030
182,1,4.0679,0.4142
182,2,0.3352,0.8982
183,1,4.1022,0.4075
183,2,0.3459,0.8939
184,1,4.1450,0.3998
184,2,0.3577,0.8900
185,1,4.2062,0.3907
185,2,0.3781,0.8884
186,1,4.2681,0.3807
186,2,0.4073,0.8890
187,1,4.3299,0.3700
187,2,0.4400,0.8903
188,1,4.3871,0.3591
188,2,0.4722,0.8913
189,1,4.4334,0.3482
189,2,0.5040,0.8926
190,1,4.4545,0.3369
190,2,0.5323,0.8935
191,1,4.4617,0.3275
191,2,0.5561,0.8939
192,1,4.4609,0.3202
192,2,0.5757,0.8938
193,1,4.4514,0.3148
193,2,0.5910,0.8929
194,1,4.4347,0.3109
194,2,0.6027,0.8911
195,1,4.4224,0.3076
195,2,0.6116,0.8889
196,1,4.4141,0.3057
196,2,0.6187,0.8862
197,1,4.3973,0.3059
197,2,0.6249,0.8829
198,1,4.3842,0.3056
198,2,0.6305,0.8789
199,2,0.6357,0.8745
200,2,0.6438,0.8702
201,2,0.6538,0.8658
202,2,0.6682,0.8615
203,2,0.6843,0.8571
204,2,0.7045,0.8540
205,2,0.7337,0.8528
206,2,0.7719,0.8528
207,2,0.8033,0.8519
208,2,0.8266,0.8506
209,2,0.8611,0.8502
210,2,0.8956,0.8496
211,2,0.9251,0.8480
212,2,0.9492,0.8460
213,2,0.9693,0.8439
214,2,0.9870,0.8415
215,2,1.0015,0.8393
216,2,1.0146,0.8374
217,2,1.0276,0.8360
218,2,1.0400,0.8352
219,2,1.0525,0.8347
220,2,1.0657,0.8345
221,2,1.0846,0.8359
222,2,1.1144,0.8383
223,2,1.1549,0.8417
224,2,1.2011,0.8452
225,2,1.2408,0.8481
226,2,1.2797,0.8508
227,2,1.3123,0.8539
228,2,1.3417,0.8560
229,2,1.3685,0.8558
230,2,1.3881,0.8529
231,2,1.4036,0.8506
232,2,1.4162,0.8475
233,2,1.4272,0.8439
234,2,1.4371,0.8400
235,2,1.4470,0.8355
236,2,1.4610,0.8311
237,2,1.4805,0.8272
238,2,1.5100,0.8213
239,2,1.5448,0.8155
240,2,1.5843,0.8108
241,2,1.6235,0.8061
242,2,1.6662,0.8024
243,2,1.7098,0.7978
244,2,1.7488,0.7931
245,2,1.7810,0.7882
246,2,1.8083,0.7840
247,2,1.8310,0.7806
248,2,1.8507,0.7779
249,2,1.8681,0.7755
250,2,1.8831,0.7733
251,2,1.8973,0.7716
252,2,1.9112,0.7705
253,2,1.9270,0.7700
254,2,1.9465,0.7695
255,2,1.9713,0.7696
256,2,1.9995,0.7700
257,2,2.0305,0.7706
258,2,2.0727,0.7727
259,2,2.1158,0.7746
260,2,2.1574,0.7763
261,2,2.1967,0.7770
262,2,2.2366,0.7775
263,2,2.2694,0.7771
264,2,2.2958,0.7766
265,2,2.3176,0.7765
266,2,2.3350,0.7755
267,2,2.3483,0.7721
268,2,2.3633,0.7671
269,2,2.3797,0.7618
270,2,2.3987,0.7569
271,2,2.4165,0.7519
272,2,2.4397,0.7463
273,2,2.4588,0.7405
274,2,2.4896,0.7348
275,2,2.5346,0.7281
276,2,2.5839,0.7224
277,2,2.6261,0.7181
278,2,2.6602,0.7138
279,2,2.6852,0.7098
280,2,2.7086,0.7060
281,2,2.7287,0.7021
282,2,2.7449,0.6983
283,2,2.7583,0.6951
284,2,2.7692,0.6920
285,2,2.7800,0.6900
286,2,2.7912,0.6891
287,2,2.8067,0.6888
288,2,2.8263,0.6890
289,2,2.8471,0.6893
290,2,2.8715,0.6897
291,2,2.8980,0.6911
292,2,2.9193,0.6930
293,2,2.9524,0.6954
294,2,2.9866,0.6981
295,2,3.0154,0.7006
296,2,3.0457,0.7030
297,2,3.0757,0.7040
298,2,3.1050,0.7043
299,2,3.1319,0.7044
300,2,3.1561,0.7042
301,2,3.1765,0.7041
302,2,3.1918,0.7038
303,2,3.2060,0.7033
304,2,3.2287,0.7026
305,2,3.2544,0.7016
306,2,3.2800,0.6996
307,2,3.2984,0.6971
308,2,3.3197,0.6951
309,2,3.3467,0.6935
310,2,3.3761,0.6926
311,2,3.4113,0.6917
312,2,3.4357,0.6903
313,2,3.4586,0.6894
314,2,3.4838,0.6891
315,2,3.5188,0.6896
316,2,3.5498,0.6905
317,2,3.5800,0.6912
318,2,3.6093,0.6917
319,2,3.6327,0.6917
320,2,3.6587,0.6920
321,2,3.6833,0.6936
322,2,3.7051,0.6966
323,2,3.7268,0.7006
324,2,3.7503,0.7049
325,2,3.7672,0.7093
326,2,3.7832,0.7152
327,2,3.8129,0.7214
328,2,3.8395,0.7271
329,2,3.8571,0.7326
330,2,3.8652,0.7379
331,2,3.8769,0.7436
332,2,3.9034,0.7492
333,2,3.9351,0.7541
334,2,3.9699,0.7598
335,2,4.0031,0.7647
336,2,4.0294,0.7685
337,2,4.0592,0.7710
338,2,4.0894,0.7713
339,2,4.1222,0.7709
340,2,4.1519,0.7693
341,2,4.1772,0.7665
342,2,4.2010,0.7618
343,2,4.2197,0.7563
344,2,4.2365,0.7506
345,2,4.2444,0.7438
346,2,4.2530,0.7374
347,2,4.2700,0.7307
348,2,4.3009,0.7248
349,2,4.3318,0.7195
350,2,4.3597,0.7143
351,2,4.3768,0.7088
352,2,4.3944,0.7042
353,2,4.4185,0.7004
354,2,4.4424,0.6972
355,2,4.4622,0.6938
356,2,4.4792,0.6898
357,2,4.4946,0.6855
358,2,4.5136,0.6802
359,2,4.5377,0.6743
360,2,4.5614,0.6687
361,2,4.5915,0.6628
362,2,4.6228,0.6565
363,2,4.6571,0.6497
364,2,4.6901,0.6426
365,2,4.7203,0.6350
366,2,4.7457,0.6272
367,2,4.7590,0.6202
368,2,4.7563,0.6123
369,2,4.7651,0.6031
370,2,4.7896,0.5938
371,2,4.8146,0.5857
372,2,4.8362,0.5773
373,2,4.8576,0.5664
374,2,4.8755,0.5533
375,2,4.8906,0.5402
376,2,4.9010,0.5283
377,2,4.9120,0.5162
378,2,4.9274,0.5035
379,2,4.9350,0.4901
380,2,4.9397,0.4751
381,2,4.9529,0.4566
382,2,4.9659,0.4351
383,2,4.9862,0.4100
384,2,4.9964,0.3811
385,2,5.0074,0.3499
386,2,5.0054,0.3123
387,2,4.9990,0.2759
388,2,4.9759,0.2434
389,2,4.9480,0.2175
390,2,4.9149,0.1971
