frame,id,Xs,Ys
221,1,0.5753,1.0972
222,1,0.5762,1.0900
223,1,0.5771,1.0837
224,1,0.5782,1.0782
225,1,0.5794,1.0742
226,1,0.5807,1.0712
227,1,0.5820,1.0687
228,1,0.5833,1.0665
229,1,0.5844,1.0648
230,1,0.5857,1.0628
231,1,0.5870,1.0610
232,1,0.5881,1.0596
233,1,0.5889,1.0585
234,1,0.5896,1.0576
235,1,0.5903,1.0565
236,1,0.5908,1.0557
237,1,0.5911,1.0551
238,1,0.5911,1.0544
239,1,0.5910,1.0543
240,1,0.5905,1.0546
241,1,0.5901,1.0536
242,1,0.5892,1.0466
243,1,0.5873,1.0293
244,1,0.5847,1.0092
245,1,0.5818,0.9856
246,1,0.5785,0.9608
247,1,0.5754,0.9359
248,1,0.5721,0.9116
249,1,0.5688,0.8890
250,1,0.5654,0.8689
251,1,0.5619,0.8514
252,1,0.5583,0.8360
253,1,0.5544,0.8217
254,1,0.5499,0.8095
255,1,0.5451,0.7987
256,1,0.5402,0.7881
257,1,0.5354,0.7781
258,1,0.5307,0.7701
259,1,0.5260,0.7643
260,1,0.5214,0.7596
261,1,0.5170,0.7554
262,1,0.5123,0.7517
263,1,0.5077,0.7486
264,1,0.5028,0.7459
265,1,0.4979,0.7438
266,1,0.4928,0.7405
267,1,0.4881,0.7381
268,1,0.4838,0.7364
269,1,0.4797,0.7343
270,1,0.4758,0.7321
271,1,0.4719,0.7302
272,1,0.4681,0.7287
273,1,0.4641,0.7281
274,1,0.4602,0.7284
275,1,0.4565,0.7276
276,1,0.4529,0.7254
277,1,0.4491,0.7182
278,1,0.4454,0.7055
279,1,0.4418,0.6875
280,1,0.4384,0.6671
281,1,0.4350,0.6461
282,1,0.4315,0.6217
283,1,0.4281,0.5979
284,1,0.4247,0.5754
285,1,0.4211,0.5546
286,1,0.4176,0.5355
287,1,0.4142,0.5185
288,1,0.4108,0.5028
289,1,0.4070,0.4881
290,1,0.4026,0.4746
291,1,0.3979,0.4631
292,1,0.3930,0.4535
293,1,0.3881,0.4456
294,1,0.3831,0.4391
295,1,0.3778,0.4340
296,1,0.3723,0.4293
297,1,0.3665,0.4253
298,1,0.3608,0.4200
299,1,0.3545,0.4154
300,1,0.3481,0.4117
301,1,0.3415,0.4085
302,1,0.3340,0.4059
303,1,0.3261,0.4037
304,1,0.3184,0.4020
305,1,0.3104,0.4006
306,1,0.3025,0.3989
307,1,0.2938,0.3976
314,1,0.2702,0.3983
322,1,0.2351,0.4003
323,1,0.2064,0.4025
327,1,0.1827,0.4044
331,1,0.1639,0.4048
332,1,0.1489,0.4052
333,1,0.1369,0.4053
334,1,0.1274,0.4054
335,1,0.1197,0.4055
336,1,0.1137,0.4066
337,1,0.1086,0.4089
338,1,0.1043,0.4122
339,1,0.1006,0.4161
340,1,0.0968,0.4198
341,1,0.0928,0.4259
342,1,0.0889,0.4342
343,1,0.0848,0.4427
344,1,0.0809,0.4519
345,1,0.0768,0.4591
346,1,0.0720,0.4621
347,1,0.0664,0.4637
349,1,0.0581,0.4648
350,1,0.0504,0.4594
351,1,0.0422,0.4532
352,1,0.0335,0.4453
353,1,0.0233,0.4476
354,1,0.0105,0.4547
355,1,-0.0024,0.4591
356,1,-0.0146,0.4611
357,1,-0.0277,0.4617
358,1,-0.0395,0.4527
359,1,-0.0495,0.4425
360,1,-0.0578,0.4334
361,1,-0.0648,0.4283
362,1,-0.0709,0.4293
363,1,-0.0761,0.4338
364,1,-0.0804,0.4405
365,1,-0.0841,0.4489
366,1,-0.0872,0.4573
367,1,-0.0898,0.4649
368,1,-0.0918,0.4719
369,1,-0.0933,0.4778
370,1,-0.0944,0.4828
371,1,-0.0953,0.4867
372,1,-0.0962,0.4897
373,1,-0.0970,0.4923
374,1,-0.0976,0.4945
375,1,-0.0982,0.4968
376,1,-0.0986,0.4990
377,1,-0.0989,0.5010
378,1,-0.0992,0.5033
379,1,-0.0996,0.5060
380,1,-0.1002,0.5091
381,1,-0.1009,0.5123
382,1,-0.1021,0.5158
383,1,-0.1036,0.5191
384,1,-0.1060,0.5232
385,2,-0.1235,0.5562
387,2,-0.1272,0.5590
388,2,-0.1325,0.5660
389,2,-0.1390,0.5771
589,3,-0.1256,0.4446
589,4,-0.1251,0.4379
590,3,-0.1228,0.4479
590,4,-0.1226,0.4420
591,3,-0.1178,0.4531
591,4,-0.1178,0.4475
592,3,-0.1116,0.4586
592,4,-0.1117,0.4534
593,3,-0.1046,0.4638
593,4,-0.1047,0.4586
594,4,-0.0978,0.4633
595,4,-0.0910,0.4657
596,4,-0.0847,0.4668
597,4,-0.0790,0.4667
598,4,-0.0740,0.4663
599,4,-0.0697,0.4663
600,4,-0.0661,0.4635
601,4,-0.0635,0.4585
602,4,-0.0613,0.4549
603,4,-0.0601,0.4545
604,4,-0.0581,0.4476
605,4,-0.0605,0.4390
607,4,-0.0563,0.3971
608,4,-0.0524,0.3568
609,4,-0.0518,0.3271
610,4,-0.0508,0.3079
611,4,-0.0490,0.2980
611,5,-0.0398,0.2851
612,5,-0.0385,0.2914
613,5,-0.0357,0.3005
614,5,-0.0315,0.3136
615,5,-0.0266,0.3293
616,5,-0.0212,0.3482
617,5,-0.0144,0.3692
618,5,-0.0063,0.3893
619,5,0.0046,0.4065
620,5,0.0171,0.4183
621,5,0.0301,0.4267
622,5,0.0422,0.4341
623,5,0.0540,0.4404
624,5,0.0653,0.4452
625,5,0.0760,0.4483
626,5,0.0862,0.4504
627,5,0.0952,0.4526
628,5,0.1026,0.4547
629,5,0.1083,0.4567
630,5,0.1127,0.4587
631,5,0.1162,0.4604
632,5,0.1184,0.4620
633,5,0.1201,0.4636
634,5,0.1217,0.4664
635,5,0.1227,0.4725
636,5,0.1233,0.4810
637,5,0.1235,0.4916
638,5,0.1236,0.5042
639,5,0.1235,0.5190
640,5,0.1246,0.5350
641,5,0.1276,0.5540
642,5,0.1321,0.5727
643,5,0.1376,0.5922
644,5,0.1444,0.6152
645,5,0.1520,0.6414
646,5,0.1603,0.6681
647,5,0.1691,0.6957
648,5,0.1784,0.7213
649,5,0.1880,0.7430
650,5,0.1979,0.7603
651,5,0.2083,0.7737
652,5,0.2189,0.7835
653,5,0.2294,0.7920
654,5,0.2394,0.7984
655,5,0.2489,0.8031
656,5,0.2579,0.8066
657,5,0.2661,0.8095
658,5,0.2738,0.8121
659,5,0.2813,0.8142
660,5,0.2886,0.8158
661,5,0.2954,0.8176
662,5,0.3020,0.8194
663,5,0.3085,0.8213
664,5,0.3143,0.8231
665,5,0.3193,0.8252
666,5,0.3239,0.8283
667,5,0.3279,0.8323
668,5,0.3313,0.8430
669,5,0.3343,0.8556
670,5,0.3366,0.8698
671,5,0.3384,0.8865
672,5,0.3400,0.9065
673,5,0.3415,0.9275
674,5,0.3430,0.9484
675,5,0.3445,0.9718
676,5,0.3461,0.9976
677,5,0.3477,1.0263
678,5,0.3495,1.0574
679,5,0.3514,1.0905
680,5,0.3535,1.1251
681,5,0.3559,1.1594
682,5,0.3586,1.1901
683,5,0.3613,1.2168
684,5,0.3642,1.2368
685,5,0.3671,1.2518
686,5,0.3702,1.2630
687,5,0.3732,1.2717
688,5,0.3762,1.2775
689,5,0.3793,1.2824
690,5,0.3826,1.2869
691,5,0.3860,1.2908
692,5,0.3897,1.2944
693,5,0.3937,1.2976
694,5,0.3980,1.3011
695,5,0.4025,1.3043
696,5,0.4070,1.3072
697,5,0.4116,1.3099
698,5,0.4163,1.3120
699,5,0.4212,1.3147
700,5,0.4263,1.3182
701,5,0.4315,1.3221
702,5,0.4368,1.3277
703,5,0.4421,1.3369
704,5,0.4471,1.3505
705,5,0.4525,1.3670
706,5,0.4580,1.3837
707,5,0.4637,1.4014
708,5,0.4695,1.4218
709,5,0.4753,1.4463
710,5,0.4809,1.4746
711,5,0.4864,1.5084
712,5,0.4917,1.5441
713,5,0.4966,1.5800
714,5,0.5008,1.6123
715,5,0.5044,1.6395
716,5,0.5074,1.6614
717,5,0.5098,1.6787
718,5,0.5117,1.6931
719,5,0.5133,1.7047
720,5,0.5146,1.7140
721,5,0.5158,1.7221
722,5,0.5166,1.7289
723,5,0.5173,1.7344
724,5,0.5177,1.7388
725,5,0.5180,1.7432
726,5,0.5180,1.7476
727,5,0.5178,1.7529
728,5,0.5175,1.7582
729,5,0.5168,1.7643
730,5,0.5159,1.7704
731,5,0.5149,1.7773
732,5,0.5137,1.7854
733,5,0.5118,1.7968
734,5,0.5096,1.8100
735,5,0.5071,1.8227
736,5,0.5048,1.8348
737,5,0.5025,1.8504
738,5,0.5003,1.8685
739,5,0.4983,1.8877
740,5,0.4961,1.9068
741,5,0.4938,1.9268
742,5,0.4918,1.9530
743,5,0.4903,1.9865
744,5,0.4887,2.0210
745,5,0.4871,2.0558
746,5,0.4853,2.0882
747,5,0.4833,2.1183
748,5,0.4810,2.1433
749,5,0.4788,2.1634
750,5,0.4764,2.1787
751,5,0.4739,2.1907
752,5,0.4715,2.1998
753,5,0.4691,2.2054
754,5,0.4668,2.2091
755,5,0.4645,2.2114
756,5,0.4621,2.2132
757,5,0.4600,2.2155
758,5,0.4579,2.2168
759,5,0.4561,2.2174
760,5,0.4543,2.2180
761,5,0.4530,2.2190
762,5,0.4518,2.2202
763,5,0.4507,2.2227
764,5,0.4499,2.2267
765,5,0.4494,2.2323
766,5,0.4489,2.2385
767,5,0.4483,2.2451
768,5,0.4474,2.2520
769,5,0.4459,2.2591
770,5,0.4441,2.2675
771,5,0.4426,2.2796
772,5,0.4411,2.2931
773,5,0.4400,2.3090
774,5,0.4382,2.3267
775,5,0.4371,2.3496
776,5,0.4380,2.3753
777,5,0.4402,2.4056
778,5,0.4443,2.4377
779,5,0.4481,2.4705
780,5,0.4540,2.4990
781,5,0.4603,2.5235
782,5,0.4663,2.5455
783,5,0.4711,2.5652
784,5,0.4740,2.5822
785,5,0.4762,2.5958
786,5,0.4773,2.6064
787,5,0.4783,2.6149
788,5,0.4785,2.6218
789,5,0.4781,2.6276
790,5,0.4752,2.6326
791,5,0.4710,2.6362
792,5,0.4663,2.6394
793,5,0.4612,2.6415
794,5,0.4557,2.6425
795,5,0.4499,2.6443
796,5,0.4446,2.6464
797,5,0.4396,2.6483
798,5,0.4347,2.6521
799,5,0.4302,2.6575
800,5,0.4258,2.6648
801,5,0.4209,2.6760
802,5,0.4159,2.6898
803,5,0.4111,2.7040
804,5,0.4068,2.7186
805,5,0.4035,2.7270
806,5,0.4007,2.7390
807,5,0.3977,2.7554
808,5,0.3952,2.7761
809,5,0.3929,2.7971
810,5,0.3906,2.8193
811,5,0.3883,2.8400
812,5,0.3857,2.8622
813,5,0.3829,2.8830
814,5,0.3801,2.9016
815,5,0.3779,2.9179
816,5,0.3759,2.9321
817,5,0.3742,2.9448
818,5,0.3728,2.9554
819,5,0.3721,2.9632
820,5,0.3719,2.9690
821,5,0.3720,2.9736
822,5,0.3723,2.9773
823,5,0.3731,2.9803
824,5,0.3746,2.9829
825,5,0.3762,2.9851
826,5,0.3776,2.9870
827,5,0.3785,2.9889
828,5,0.3793,2.9905
829,5,0.3804,2.9920
830,5,0.3820,2.9931
831,5,0.3841,2.9944
832,5,0.3863,2.9963
833,5,0.3886,3.0007
834,5,0.3910,3.0078
835,5,0.3954,3.0188
836,5,0.4010,3.0338
837,5,0.4062,3.0507
838,5,0.4109,3.0683
839,5,0.4154,3.0851
840,5,0.4197,3.1002
841,5,0.4236,3.1132
842,5,0.4271,3.1240
843,5,0.4299,3.1328
844,5,0.4321,3.1397
845,5,0.4341,3.1450
846,5,0.4359,3.1491
847,5,0.4375,3.1524
848,5,0.4392,3.1551
849,5,0.4411,3.1577
850,5,0.4433,3.1601
851,5,0.4461,3.1613
852,5,0.4491,3.1617
853,5,0.4524,3.1619
854,5,0.4555,3.1618
855,5,0.4581,3.1615
856,5,0.4605,3.1611
857,5,0.4625,3.1611
858,5,0.4637,3.1610
859,5,0.4642,3.1609
860,5,0.4644,3.1604
861,5,0.4642,3.1596
862,5,0.4639,3.1585
863,5,0.4632,3.1573
864,5,0.4621,3.1559
865,5,0.4607,3.1547
866,5,0.4594,3.1531
867,5,0.4575,3.1513
868,5,0.4557,3.1495
869,5,0.4537,3.1475
870,5,0.4514,3.1445
871,5,0.4485,3.1409
872,5,0.4449,3.1374
873,5,0.4412,3.1336
874,5,0.4368,3.1308
875,5,0.4333,3.1304
876,5,0.4304,3.1306
877,5,0.4265,3.1303
878,5,0.4234,3.1303
879,5,0.4195,3.1317
880,5,0.4133,3.1331
881,5,0.4070,3.1341
882,5,0.4011,3.1363
883,5,0.3960,3.1388
884,5,0.3920,3.1420
885,5,0.3890,3.1452
886,5,0.3868,3.1491
887,5,0.3851,3.1537
888,5,0.3837,3.1583
889,5,0.3821,3.1635
890,5,0.3806,3.1679
891,5,0.3792,3.1720
892,5,0.3780,3.1760
893,5,0.3769,3.1804
894,5,0.3757,3.1850
895,5,0.3748,3.1893
896,5,0.3742,3.1934
897,5,0.3738,3.1963
898,5,0.3737,3.1983
899,5,0.3740,3.1988
900,5,0.3743,3.1979
901,5,0.3746,3.1966
902,5,0.3749,3.1951
903,5,0.3751,3.1939
904,5,0.3752,3.1928
905,5,0.3753,3.1919
906,5,0.3753,3.1910
907,5,0.3754,3.1899
908,5,0.3754,3.1889
909,5,0.3755,3.1875
910,5,0.3757,3.1861
911,5,0.3758,3.1851
912,5,0.3759,3.1841
913,5,0.3760,3.1828
914,5,0.3761,3.1815
915,5,0.3761,3.1797
916,5,0.3764,3.1780
917,5,0.3766,3.1765
918,5,0.3768,3.1753
919,5,0.3771,3.1741
920,5,0.3774,3.1729
921,5,0.3777,3.1715
922,5,0.3781,3.1702
923,5,0.3788,3.1686
924,5,0.3795,3.1673
925,5,0.3800,3.1661
926,5,0.3805,3.1651
927,5,0.3809,3.1639
928,5,0.3813,3.1629
929,5,0.3818,3.1621
930,5,0.3823,3.1615
931,5,0.3828,3.1612
932,5,0.3833,3.1610
933,5,0.3839,3.1609
934,5,0.3842,3.1608
935,5,0.3846,3.1608
936,5,0.3849,3.1606
937,5,0.3852,3.1603
938,5,0.3855,3.1600
939,5,0.3858,3.1598
940,5,0.3861,3.1597
941,5,0.3864,3.1595
942,5,0.3866,3.1593
943,5,0.3869,3.1592
944,5,0.3871,3.1591
