frame,id,x,y
65,3,3.1832,3.2192
66,1,1.7629,1.5637
66,2,3.6094,0.1470
66,3,3.1806,3.2280
67,1,1.7672,1.5842
67,2,3.6093,0.1472
67,3,3.1774,3.2381
68,1,1.7644,1.6114
68,2,3.6091,0.1470
68,3,3.1858,3.1983
69,1,1.7546,1.6444
69,2,3.6088,0.1468
69,3,3.1972,3.1444
70,1,1.7374,1.6836
70,2,3.6084,0.1465
70,3,3.2080,3.0910
71,1,1.7183,1.7223
71,3,3.2188,3.0359
72,1,1.6922,1.7683
72,3,3.2281,2.9866
73,1,1.6652,1.8138
73,3,3.2357,2.9449
74,1,1.6410,1.8546
74,3,3.2402,2.9166
74,2,3.6076,0.1452
75,1,1.6203,1.8900
75,3,3.2439,2.8943
75,2,3.6068,0.1441
76,1,1.6034,1.9201
76,3,3.2470,2.8754
76,2,3.6062,0.1431
77,1,1.5921,1.9430
77,3,3.2497,2.8586
77,2,3.6058,0.1425
78,1,1.5839,1.9634
78,3,3.2525,2.8419
78,2,3.6056,0.1422
79,1,1.5774,1.9833
79,2,3.6057,0.1423
80,1,1.5732,2.0018
80,2,3.6061,0.1428
81,1,1.5708,2.0187
81,2,3.6067,0.1435
81,3,3.2511,2.8203
82,1,1.5679,2.0356
82,2,3.6071,0.1442
82,3,3.2442,2.8102
83,1,1.5634,2.0539
83,2,3.6069,0.1441
83,3,3.2352,2.8020
84,1,1.5544,2.0775
84,2,3.6065,0.1437
84,3,3.2252,2.7931
85,1,1.5503,2.0927
85,2,3.6060,0.1432
85,3,3.2164,2.7790
86,1,1.5493,2.1030
86,2,3.6054,0.1423
86,3,3.2094,2.7583
87,1,1.5387,2.1255
87,2,3.6048,0.1417
88,1,1.5213,2.1562
88,2,3.6042,0.1410
88,3,3.2016,2.7349
89,1,1.5002,2.1906
89,2,3.6039,0.1406
89,3,3.1948,2.7137
90,1,1.4762,2.2258
90,2,3.6035,0.1401
90,3,3.1911,2.6867
91,1,1.4490,2.2639
91,2,3.6033,0.1399
91,3,3.1887,2.6572
92,1,1.4212,2.3014
92,2,3.6031,0.1395
92,3,3.1874,2.6286
93,1,1.3934,2.3373
93,2,3.6029,0.1391
93,3,3.1863,2.6031
94,1,1.3657,2.3693
94,2,3.6027,0.1389
94,3,3.1855,2.5813
95,1,1.3383,2.3967
95,2,3.6023,0.1383
95,3,3.1846,2.5645
96,1,1.3129,2.4181
96,2,3.6017,0.1376
96,3,3.1835,2.5507
97,1,1.2882,2.4363
97,2,3.6010,0.1368
97,3,3.1824,2.5402
98,1,1.2655,2.4488
98,2,3.6005,0.1363
98,3,3.1815,2.5320
99,1,1.2486,2.4527
99,2,3.5999,0.1354
99,3,3.1805,2.5259
100,1,1.2346,2.4518
100,2,3.5991,0.1345
100,3,3.1798,2.5226
101,1,1.2240,2.4440
101,2,3.5984,0.1335
101,3,3.1810,2.5148
102,1,1.2120,2.4370
102,2,3.5978,0.1326
102,3,3.1847,2.4985
103,1,1.1977,2.4336
103,2,3.5974,0.1319
103,3,3.1915,2.4711
104,1,1.1743,2.4412
104,2,3.5970,0.1313
104,3,3.1988,2.4365
105,1,1.1437,2.4558
105,2,3.5966,0.1307
105,3,3.2048,2.3970
106,1,1.1094,2.4723
106,2,3.5962,0.1301
106,3,3.2087,2.3546
107,1,1.0773,2.4841
107,2,3.5958,0.1295
107,3,3.2108,2.3126
108,1,1.0466,2.4893
108,2,3.5956,0.1292
108,3,3.2121,2.2729
109,1,1.0164,2.4934
109,2,3.5955,0.1290
109,3,3.2130,2.2358
110,1,0.9879,2.4974
110,2,3.5954,0.1287
110,3,3.2138,2.2003
111,1,0.9656,2.4960
111,2,3.5954,0.1285
111,3,3.2150,2.1660
112,1,0.9463,2.4920
112,2,3.5954,0.1285
112,3,3.2161,2.1342
113,1,0.9290,2.4877
113,2,3.5954,0.1285
113,3,3.2168,2.1063
114,1,0.9136,2.4834
114,2,3.5954,0.1285
114,3,3.2171,2.0824
115,1,0.8991,2.4794
115,3,3.2166,2.0628
116,1,0.8842,2.4749
116,3,3.2151,2.0463
116,2,3.5953,0.1285
117,1,0.8686,2.4723
117,3,3.2129,2.0326
117,2,3.5952,0.1286
118,1,0.8521,2.4734
118,3,3.2101,2.0211
118,2,3.5951,0.1287
119,1,0.8363,2.4748
119,3,3.2065,2.0110
120,1,0.8170,2.4772
120,3,3.1993,1.9959
120,2,3.5788,0.1068
121,1,0.7972,2.4786
121,3,3.1887,1.9778
122,1,0.7657,2.4932
122,3,3.1758,1.9537
122,2,3.5770,0.1043
123,1,0.7279,2.5168
123,3,3.1625,1.9248
123,2,3.5789,0.1068
124,1,0.6864,2.5451
124,3,3.1499,1.8926
124,2,3.5815,0.1102
125,1,0.6461,2.5692
125,3,3.1381,1.8559
125,2,3.5840,0.1135
126,1,0.6081,2.5880
126,3,3.1277,1.8162
126,2,3.5861,0.1164
127,1,0.5742,2.6017
127,3,3.1187,1.7756
127,2,3.5878,0.1187
128,1,0.5448,2.6087
128,3,3.1110,1.7375
128,2,3.5891,0.1206
129,1,0.5182,2.6107
129,3,3.1056,1.6994
129,2,3.5904,0.1224
130,1,0.4939,2.6108
130,3,3.1010,1.6622
130,2,3.5915,0.1239
131,1,0.4712,2.6092
131,3,3.0957,1.6275
131,2,3.5924,0.1252
132,1,0.4479,2.6045
132,3,3.0903,1.5968
132,2,3.5931,0.1262
133,1,0.4277,2.5948
133,3,3.0852,1.5702
133,2,3.5936,0.1269
134,1,0.4069,2.5886
134,3,3.0801,1.5470
134,2,3.5938,0.1270
135,1,0.3890,2.5827
135,3,3.0747,1.5269
135,2,3.5925,0.1253
136,1,0.3728,2.5788
136,3,3.0688,1.5101
136,2,3.5912,0.1235
137,1,0.3564,2.5758
137,3,3.0627,1.4952
137,2,3.5914,0.1236
138,1,0.3393,2.5739
138,3,3.0564,1.4818
138,2,3.5920,0.1243
139,1,0.3171,2.5741
139,3,3.0524,1.4649
140,1,0.2917,2.5769
140,3,3.0527,1.4402
140,2,3.5926,0.1251
141,1,0.2631,2.5820
141,3,3.0559,1.4095
141,2,3.5930,0.1256
142,1,0.2261,2.5932
142,3,3.0608,1.3726
142,2,3.5931,0.1257
143,1,0.1862,2.6033
143,3,3.0647,1.3299
143,2,3.5932,0.1258
144,1,0.1480,2.6092
144,3,3.0671,1.2862
144,2,3.5948,0.1276
145,1,0.1122,2.6114
145,3,3.0678,1.2421
145,2,3.5951,0.1280
146,3,3.0680,1.1975
146,4,2.9435,-0.7462
146,2,3.5951,0.1281
147,3,3.0682,1.1552
147,4,2.9440,-0.7455
147,2,3.5951,0.1281
148,3,3.0687,1.1158
148,4,2.9441,-0.7453
148,2,3.5953,0.1283
149,3,3.0694,1.0787
149,4,2.9434,-0.7464
149,2,3.5956,0.1289
150,3,3.0695,1.0461
150,4,2.9422,-0.7481
150,2,3.5960,0.1295
151,3,3.0698,1.0183
151,4,2.9419,-0.7487
152,3,3.0693,0.9957
152,4,2.9417,-0.7490
153,3,3.0679,0.9764
153,4,2.9418,-0.7491
154,3,3.0664,0.9611
154,4,2.9416,-0.7493
155,3,3.0649,0.9498
155,4,2.9402,-0.7511
155,2,3.5960,0.1298
156,4,2.9391,-0.7527
157,4,2.9388,-0.7531
157,3,3.0672,0.9290
157,2,3.5967,0.1310
158,4,2.9385,-0.7536
158,3,3.0643,0.9154
159,4,2.9387,-0.7533
159,3,3.0580,0.9033
160,4,2.9380,-0.7543
160,3,3.0499,0.8906
161,4,2.9374,-0.7550
161,3,3.0401,0.8761
162,4,2.9374,-0.7551
162,3,3.0276,0.8597
163,4,2.9370,-0.7556
163,3,3.0133,0.8436
164,4,2.9362,-0.7567
164,3,2.9983,0.8255
165,4,2.9356,-0.7575
165,3,2.9841,0.8082
166,4,2.9363,-0.7566
166,3,2.9709,0.7924
167,4,2.9375,-0.7549
168,4,2.9378,-0.7544
168,3,2.9582,0.7759
169,4,2.9393,-0.7525
169,3,2.9471,0.7613
170,4,2.9410,-0.7502
171,4,2.9416,-0.7493
171,3,2.9359,0.7458
172,4,2.9437,-0.7465
172,3,2.9264,0.7338
173,4,2.9474,-0.7415
173,3,2.9178,0.7231
174,4,2.9531,-0.7338
174,3,2.9102,0.7147
175,4,2.9563,-0.7295
175,3,2.9043,0.7078
176,3,2.9003,0.6997
177,3,2.8982,0.6885
177,4,2.9595,-0.7253
178,3,2.8971,0.6720
178,4,2.9635,-0.7199
179,3,2.8977,0.6539
179,4,2.9673,-0.7148
180,3,2.8989,0.6373
180,4,2.9705,-0.7105
181,3,2.9002,0.6225
181,4,2.9733,-0.7069
182,3,2.9021,0.6082
182,4,2.9757,-0.7037
183,3,2.9039,0.5945
183,4,2.9777,-0.7011
184,3,2.9055,0.5816
184,4,2.9794,-0.6989
185,3,2.9067,0.5700
185,4,2.9806,-0.6973
186,3,2.9068,0.5595
186,4,2.9813,-0.6963
187,3,2.9068,0.5511
187,4,2.9816,-0.6958
188,3,2.9061,0.5439
188,4,2.9821,-0.6952
189,3,2.9056,0.5385
189,4,2.9825,-0.6947
190,3,2.9057,0.5336
190,4,2.9829,-0.6942
191,3,2.9055,0.5288
191,4,2.9833,-0.6936
192,3,2.9050,0.5244
192,4,2.9838,-0.6930
193,3,2.9044,0.5205
193,4,2.9840,-0.6928
194,3,2.9034,0.5175
194,4,2.9841,-0.6926
195,3,2.9023,0.5150
195,4,2.9840,-0.6928
196,3,2.9013,0.5130
196,4,2.9839,-0.6930
197,3,2.9006,0.5117
197,4,2.9837,-0.6931
198,3,2.9002,0.5110
198,4,2.9837,-0.6932
199,3,2.8997,0.5113
199,4,2.9837,-0.6932
200,3,2.8996,0.5123
200,4,2.9839,-0.6930
201,3,2.8998,0.5141
201,4,2.9835,-0.6935
202,3,2.9003,0.5160
202,4,2.9825,-0.6948
203,3,2.9012,0.5186
203,4,2.9822,-0.6952
204,3,2.9027,0.5219
204,4,2.9826,-0.6947
205,3,2.9044,0.5253
205,4,2.9833,-0.6937
206,3,2.9066,0.5298
206,4,2.9821,-0.6953
207,3,2.9087,0.5342
207,4,2.9823,-0.6950
208,3,2.9110,0.5383
208,4,2.9822,-0.6952
209,3,2.9139,0.5426
209,4,2.9826,-0.6946
210,3,2.9164,0.5466
210,4,2.9829,-0.6941
211,3,2.9177,0.5502
212,3,2.9177,0.5539
213,3,2.9171,0.5571
213,4,2.9835,-0.6933
214,3,2.9159,0.5594
214,4,2.9840,-0.6926
215,3,2.9144,0.5609
215,4,2.9848,-0.6916
216,3,2.9127,0.5614
216,4,2.9858,-0.6904
217,3,2.9113,0.5612
217,4,2.9865,-0.6896
218,3,2.9100,0.5601
218,4,2.9870,-0.6890
219,3,2.9087,0.5594
219,4,2.9872,-0.6888
220,3,2.9078,0.5587
220,4,2.9873,-0.6888
221,3,2.9070,0.5578
221,4,2.9873,-0.6888
222,3,2.9060,0.5572
222,4,2.9871,-0.6890
223,3,2.9054,0.5566
223,4,2.9871,-0.6890
224,3,2.9048,0.5562
224,4,2.9870,-0.6891
225,3,2.9042,0.5557
225,4,2.9871,-0.6890
226,3,2.9038,0.5555
226,4,2.9874,-0.6887
227,3,2.9036,0.5554
227,4,2.9876,-0.6884
228,3,2.9038,0.5551
229,3,2.9036,0.5555
230,3,2.9034,0.5558
231,3,2.9032,0.5560
232,3,2.9029,0.5562
233,3,2.9027,0.5563
234,3,2.9027,0.5557
235,3,2.9026,0.5552
236,3,2.9025,0.5544
236,4,2.9869,-0.6892
237,3,2.9030,0.5535
238,3,2.9039,0.5523
239,3,2.9048,0.5516
239,4,2.9848,-0.6919
240,3,2.9055,0.5511
240,4,2.9783,-0.7007
241,3,2.9064,0.5505
241,4,2.9775,-0.7018
242,3,2.9070,0.5499
243,3,2.9074,0.5488
243,4,2.9781,-0.7010
244,3,2.9071,0.5480
244,4,2.9770,-0.7025
245,3,2.9070,0.5472
245,4,2.9755,-0.7044
246,3,2.9069,0.5469
246,4,2.9719,-0.7092
247,3,2.9073,0.5464
247,4,2.9666,-0.7163
248,3,2.9077,0.5457
249,3,2.9081,0.5455
249,4,2.9658,-0.7173
250,3,2.9083,0.5457
250,4,2.9650,-0.7185
251,3,2.9087,0.5460
251,4,2.9619,-0.7228
252,3,2.9090,0.5466
252,4,2.9602,-0.7251
253,3,2.9100,0.5472
253,4,2.9587,-0.7272
254,3,2.9119,0.5483
254,4,2.9561,-0.7307
255,3,2.9142,0.5498
255,4,2.9533,-0.7346
256,3,2.9164,0.5513
256,4,2.9518,-0.7364
257,3,2.9184,0.5527
257,4,2.9493,-0.7397
258,3,2.9201,0.5537
258,4,2.9466,-0.7433
259,3,2.9216,0.5544
259,4,2.9448,-0.7456
260,3,2.9227,0.5552
261,3,2.9236,0.5556
261,4,3.0557,-0.5967
262,3,2.9243,0.5558
263,3,2.9253,0.5561
263,4,3.0315,-0.6291
264,3,2.9267,0.5571
264,4,3.0121,-0.6552
264,4,3.1292,-0.4978
265,3,2.9284,0.5586
265,4,3.0905,-0.5498
265,4,3.1947,-0.4098
266,3,2.9301,0.5606
266,4,3.1430,-0.4791
266,4,3.2371,-0.3527
267,3,2.9315,0.5624
267,4,3.1771,-0.4332
267,4,3.2647,-0.3155
268,3,2.9330,0.5644
268,4,3.1993,-0.4030
268,4,3.2826,-0.2912
269,3,2.9349,0.5663
269,4,3.2136,-0.3838
270,3,2.9371,0.5685
270,4,3.1585,-0.4579
271,3,2.9393,0.5704
271,4,3.1150,-0.5164
271,4,3.2153,-0.3818
272,3,2.9409,0.5717
273,3,2.9426,0.5719
274,3,2.9440,0.5717
274,4,3.1608,-0.4548
275,3,2.9452,0.5712
276,3,2.9461,0.5703
277,3,2.9468,0.5694
278,3,2.9473,0.5686
279,3,2.9478,0.5682
280,3,2.9484,0.5679
281,3,2.9489,0.5678
282,3,2.9491,0.5676
283,3,2.9492,0.5672
284,3,2.9492,0.5670
285,3,2.9494,0.5665
286,3,2.9494,0.5665
287,3,2.9494,0.5669
288,3,2.9502,0.5662
289,3,2.9506,0.5662
290,3,2.9511,0.5662
291,3,2.9517,0.5662
292,3,2.9526,0.5660
293,3,2.9536,0.5657
294,3,2.9547,0.5659
295,3,2.9558,0.5662
296,3,2.9567,0.5676
296,4,3.2521,-0.3324
297,3,2.9576,0.5698
297,4,3.3252,-0.2342
298,3,2.9578,0.5720
299,3,2.9579,0.5734
300,3,2.9580,0.5741
301,3,2.9581,0.5741
302,3,2.9582,0.5739
303,3,2.9586,0.5738
304,3,2.9595,0.5739
305,3,2.9604,0.5747
306,3,2.9613,0.5755
307,3,2.9622,0.5766
308,3,2.9630,0.5781
309,3,2.9635,0.5795
310,3,2.9642,0.5808
311,3,2.9647,0.5822
312,3,2.9652,0.5834
313,3,2.9659,0.5844
314,3,2.9666,0.5851
315,3,2.9673,0.5856
316,3,2.9683,0.5857
316,5,-22.2800,51.0382
317,3,2.9691,0.5861
318,3,2.9699,0.5875
318,6,0.1928,2.6129
319,3,2.9705,0.5892
319,6,0.1926,2.6208
319,5,-22.0492,50.6000
320,3,2.9711,0.5910
320,6,0.1954,2.6300
321,3,2.9719,0.5928
321,6,0.2007,2.6396
322,3,2.9726,0.5943
322,6,0.2109,2.6454
323,3,2.9736,0.5957
323,6,0.2249,2.6469
324,3,2.9748,0.5968
324,6,0.2396,2.6523
325,3,2.9761,0.5977
325,6,0.2509,2.6611
326,3,2.9778,0.5987
326,6,0.2744,2.6616
327,3,2.9792,0.5999
327,6,0.3003,2.6599
328,3,2.9806,0.6008
328,6,0.3186,2.6653
329,3,2.9818,0.6020
329,6,0.3358,2.6729
330,3,2.9830,0.6035
330,6,0.3641,2.6728
331,3,2.9841,0.6049
331,6,0.3953,2.6752
332,3,2.9850,0.6060
332,6,0.4236,2.6775
333,3,2.9859,0.6067
333,6,0.4504,2.6796
334,3,2.9869,0.6072
334,6,0.4782,2.6772
335,3,2.9878,0.6073
335,6,0.5083,2.6729
336,3,2.9887,0.6074
336,6,0.5415,2.6671
337,3,2.9895,0.6078
337,6,0.5771,2.6579
338,3,2.9904,0.6083
338,6,0.6156,2.6429
339,3,2.9914,0.6088
339,6,0.6512,2.6283
340,3,2.9924,0.6094
340,6,0.6826,2.6153
341,3,2.9932,0.6105
341,6,0.7151,2.5987
342,3,2.9940,0.6119
342,6,0.7510,2.5752
342,4,3.3848,-0.1541
343,3,2.9947,0.6129
343,6,0.7852,2.5517
343,4,3.4325,-0.0900
344,3,2.9951,0.6138
344,6,0.8182,2.5280
345,3,2.9956,0.6149
345,6,0.8479,2.5074
346,3,2.9959,0.6159
346,6,0.8666,2.4996
347,3,2.9963,0.6168
347,6,0.8873,2.4880
348,3,2.9969,0.6176
348,6,0.8930,2.4931
349,3,2.9978,0.6179
349,6,0.8914,2.5057
349,7,2.9506,-0.7384
350,3,2.9985,0.6179
350,6,0.8835,2.5248
351,3,2.9994,0.6179
351,6,0.8801,2.5385
351,4,3.4710,-0.0384
352,3,3.0002,0.6179
352,6,0.8943,2.5306
352,4,3.5017,0.0028
353,3,3.0002,0.6184
353,6,0.9145,2.5142
353,7,2.9507,-0.7378
354,3,3.0002,0.6186
354,6,0.9411,2.4898
354,7,2.9507,-0.7377
355,3,3.0002,0.6186
355,6,0.9697,2.4619
355,4,3.5259,0.0354
356,3,3.0002,0.6181
356,6,1.0005,2.4298
356,4,3.5452,0.0612
357,3,3.0011,0.6166
357,6,1.0299,2.3999
357,4,3.5608,0.0817
358,3,3.0026,0.6151
358,6,1.0518,2.3812
358,4,3.5734,0.0984
359,3,3.0046,0.6139
359,6,1.0769,2.3619
360,3,3.0070,0.6127
360,6,1.1005,2.3471
360,4,3.5842,0.1127
361,3,3.0100,0.6131
361,6,1.1175,2.3406
361,4,3.5930,0.1244
362,3,3.0129,0.6146
362,6,1.1302,2.3394
362,4,3.6000,0.1339
363,3,3.0150,0.6164
363,6,1.1426,2.3383
363,4,3.6054,0.1415
364,3,3.0167,0.6178
364,6,1.1507,2.3410
364,4,3.6096,0.1474
365,3,3.0180,0.6188
365,6,1.1658,2.3323
365,4,3.6130,0.1521
366,3,3.0191,0.6192
366,6,1.1863,2.3149
366,4,3.6155,0.1559
367,3,3.0198,0.6196
367,6,1.2084,2.2938
367,4,3.6178,0.1590
368,3,3.0205,0.6202
368,6,1.2346,2.2672
368,4,3.6196,0.1618
369,3,3.0211,0.6208
369,6,1.2615,2.2387
369,4,3.6211,0.1638
370,3,3.0215,0.6215
370,6,1.2897,2.2071
370,4,3.6225,0.1657
371,3,3.0214,0.6220
371,6,1.3212,2.1696
371,4,3.6238,0.1674
372,3,3.0216,0.6217
372,6,1.3552,2.1277
373,3,3.0217,0.6209
373,6,1.3939,2.0777
374,3,3.0223,0.6195
374,6,1.4302,2.0298
375,3,3.0233,0.6187
375,6,1.4612,1.9862
376,3,3.0245,0.6186
376,6,1.4882,1.9449
377,3,3.0257,0.6191
377,6,1.5026,1.9166
378,3,3.0265,0.6198
378,6,1.5045,1.8993
379,3,3.0277,0.6197
379,6,1.4983,1.8797
380,3,3.0289,0.6190
380,6,1.4925,1.8567
381,3,3.0304,0.6171
381,6,1.5056,1.8110
381,4,3.6256,0.1696
382,3,3.0317,0.6151
382,6,1.5203,1.7657
383,3,3.0330,0.6135
383,6,1.5323,1.7260
383,4,3.6270,0.1714
384,3,3.0340,0.6123
384,6,1.5420,1.6914
384,4,3.6278,0.1726
385,3,3.0345,0.6120
385,6,1.5474,1.6637
386,3,3.0351,0.6119
386,6,1.5505,1.6369
387,3,3.0359,0.6128
387,6,1.5519,1.6115
388,3,3.0367,0.6145
388,6,1.5552,1.5834
389,3,3.0380,0.6162
389,6,1.5562,1.5589
390,3,3.0397,0.6177
390,6,1.5548,1.5385
391,3,3.0420,0.6190
391,6,1.5498,1.5233
392,3,3.0446,0.6207
392,6,1.5501,1.5034
393,3,3.0465,0.6227
393,6,1.5525,1.4822
394,3,3.0483,0.6249
394,6,1.5676,1.4462
395,3,3.0498,0.6273
395,6,1.5867,1.4054
396,3,3.0510,0.6295
396,6,1.6063,1.3637
397,3,3.0519,0.6310
397,6,1.6209,1.3257
398,3,3.0536,0.6326
398,6,1.6317,1.2895
399,3,3.0569,0.6327
399,6,1.6382,1.2576
400,3,3.0628,0.6282
400,6,1.6415,1.2307
401,3,3.0685,0.6235
401,6,1.6441,1.2056
402,3,3.0715,0.6240
402,6,1.6481,1.1794
402,4,3.6287,0.1738
403,3,3.0735,0.6272
403,6,1.6584,1.1473
403,4,3.6291,0.1744
404,3,3.0757,0.6300
404,6,1.6749,1.1077
404,4,3.6293,0.1747
405,3,3.0776,0.6339
405,6,1.6909,1.0636
405,4,3.6289,0.1742
406,3,3.0815,0.6386
406,6,1.7071,1.0166
406,4,3.6283,0.1733
407,3,3.0853,0.6445
407,6,1.7203,0.9735
407,4,3.6278,0.1726
408,3,3.0860,0.6531
408,6,1.7380,0.9266
408,4,3.6277,0.1724
409,3,3.0881,0.6628
409,6,1.7572,0.8797
409,4,3.6277,0.1722
410,6,1.7754,0.8340
410,4,3.6273,0.1716
411,6,1.7896,0.7917
412,6,1.7981,0.7515
412,4,3.6271,0.1713
413,6,1.8006,0.7149
413,4,3.6271,0.1713
414,6,1.7976,0.6784
414,4,3.6271,0.1714
414,3,3.0954,0.6788
415,6,1.7874,0.6382
415,4,3.6272,0.1715
416,6,1.7730,0.6000
416,4,3.6273,0.1715
416,3,3.0992,0.7220
417,6,1.7547,0.5660
417,4,3.6272,0.1713
417,3,3.1025,0.7697
418,6,1.7362,0.5334
418,4,3.6271,0.1711
418,3,3.1074,0.8160
419,6,1.7212,0.5013
419,4,3.6270,0.1708
419,3,3.1147,0.8579
420,6,1.7148,0.4662
420,4,3.6268,0.1704
420,3,3.1234,0.8992
421,6,1.7179,0.4269
421,4,3.6265,0.1700
421,3,3.1324,0.9386
422,6,1.7274,0.3843
422,4,3.6263,0.1696
422,3,3.1392,0.9736
423,6,1.7405,0.3407
423,4,3.6260,0.1691
423,3,3.1468,1.0024
424,6,1.7506,0.2989
424,4,3.6257,0.1687
424,3,3.1541,1.0283
425,6,1.7571,0.2613
425,4,3.6255,0.1683
425,3,3.1609,1.0541
426,6,1.7607,0.2287
426,4,3.6253,0.1681
426,3,3.1667,1.0783
427,6,1.7610,0.2001
427,3,3.1714,1.1027
428,6,1.7588,0.1748
428,3,3.1768,1.1257
429,6,1.7539,0.1523
429,3,3.1829,1.1486
429,4,3.6253,0.1681
430,6,1.7471,0.1326
430,3,3.1884,1.1695
430,4,3.6253,0.1683
431,6,1.7407,0.1117
431,3,3.1933,1.1909
431,4,3.6252,0.1682
432,6,1.7332,0.0893
432,3,3.1985,1.2151
432,4,3.6258,0.1689
433,6,1.7235,0.0681
433,3,3.2021,1.2507
433,4,3.6260,0.1692
434,6,1.7113,0.0481
434,3,3.2102,1.2805
434,4,3.6260,0.1692
435,6,1.6967,0.0302
435,3,3.1978,1.3881
435,4,3.6261,0.1695
436,6,1.6898,0.0081
436,3,3.2034,1.4386
436,4,3.6259,0.1692
437,6,1.6912,-0.0199
437,3,3.2118,1.4794
437,4,3.6258,0.1689
438,6,1.7044,-0.0520
438,3,3.2218,1.5210
438,4,3.6260,0.1689
439,6,1.7243,-0.0857
439,3,3.2286,1.5645
439,4,3.6256,0.1684
440,6,1.7482,-0.1200
440,3,3.2334,1.6067
440,4,3.6252,0.1677
441,6,1.7752,-0.1545
441,3,3.2378,1.6436
441,4,3.6251,0.1674
442,6,1.8009,-0.1865
442,3,3.2429,1.6752
442,4,3.6253,0.1675
443,6,1.8277,-0.2141
443,3,3.2477,1.7020
443,4,3.6255,0.1678
444,6,1.8499,-0.2382
444,3,3.2515,1.7255
444,4,3.6258,0.1682
445,6,1.8674,-0.2594
445,3,3.2545,1.7463
445,4,3.6260,0.1685
446,6,1.8783,-0.2757
446,3,3.2567,1.7652
446,4,3.6259,0.1683
447,6,1.8870,-0.2899
447,3,3.2579,1.7829
448,6,1.8920,-0.3022
